"lme","stockid","year","catch_est","catch_type","catch_units","catch","year2"
"Mediterranean Sea","ALBAMED",1954,"reported","TL","MT",0,2014
"Mediterranean Sea","ALBAMED",1955,"reported","TL","MT",0,2014
"Mediterranean Sea","ALBAMED",1956,"reported","TC","MT",0,2014
"Mediterranean Sea","ALBAMED",1957,"reported","TC","MT",0,2014
"Mediterranean Sea","ALBAMED",1958,"reported","TC","MT",0,2014
"Mediterranean Sea","ALBAMED",1959,"reported","TC","MT",0,2014
"Mediterranean Sea","ALBAMED",1960,"reported","TC","MT",0,2014
"Mediterranean Sea","ALBAMED",1961,"reported","TC","MT",0,2014
"Mediterranean Sea","ALBAMED",1962,"reported","TC","MT",0,2014
"Mediterranean Sea","ALBAMED",1963,"reported","TC","MT",0,2014
"Mediterranean Sea","ALBAMED",1964,"reported","TC","MT",0,2014
"Mediterranean Sea","ALBAMED",1965,"reported","TC","MT",500,2014
"Mediterranean Sea","ALBAMED",1966,"reported","TC","MT",500,2014
"Mediterranean Sea","ALBAMED",1967,"reported","TC","MT",500,2014
"Mediterranean Sea","ALBAMED",1968,"reported","TC","MT",500,2014
"Mediterranean Sea","ALBAMED",1969,"reported","TC","MT",700,2014
"Mediterranean Sea","ALBAMED",1970,"reported","TC","MT",500,2014
"Mediterranean Sea","ALBAMED",1971,"reported","TC","MT",500,2014
"Mediterranean Sea","ALBAMED",1972,"reported","TC","MT",701,2014
"Mediterranean Sea","ALBAMED",1973,"reported","TC","MT",500,2014
"Mediterranean Sea","ALBAMED",1974,"reported","TC","MT",500,2014
"Mediterranean Sea","ALBAMED",1975,"reported","TC","MT",500,2014
"Mediterranean Sea","ALBAMED",1976,"reported","TC","MT",561,2014
"Mediterranean Sea","ALBAMED",1977,"reported","TC","MT",613,2014
"Mediterranean Sea","ALBAMED",1978,"reported","TC","MT",590,2014
"Mediterranean Sea","ALBAMED",1979,"reported","TC","MT",833,2014
"Mediterranean Sea","ALBAMED",1980,"reported","TC","MT",500,2014
"Mediterranean Sea","ALBAMED",1981,"reported","TC","MT",1500,2014
"Mediterranean Sea","ALBAMED",1982,"reported","TC","MT",1270,2014
"Mediterranean Sea","ALBAMED",1983,"reported","TC","MT",1240,2014
"Mediterranean Sea","ALBAMED",1984,"reported","TC","MT",3450,2014
"Mediterranean Sea","ALBAMED",1985,"reported","TC","MT",4130,2014
"Mediterranean Sea","ALBAMED",1986,"reported","TC","MT",3710,2014
"Mediterranean Sea","ALBAMED",1987,"reported","TC","MT",4000,2014
"Mediterranean Sea","ALBAMED",1988,"reported","TC","MT",4060,2014
"Mediterranean Sea","ALBAMED",1989,"reported","TC","MT",4060,2014
"Mediterranean Sea","ALBAMED",1990,"reported","TC","MT",1900,2014
"Mediterranean Sea","ALBAMED",1991,"reported","TC","MT",2380,2014
"Mediterranean Sea","ALBAMED",1992,"reported","TC","MT",2200,2014
"Mediterranean Sea","ALBAMED",1993,"reported","TC","MT",2140,2014
"Mediterranean Sea","ALBAMED",1994,"reported","TC","MT",1350,2014
"Mediterranean Sea","ALBAMED",1995,"reported","TC","MT",1590,2014
"Mediterranean Sea","ALBAMED",1996,"reported","TC","MT",3150,2014
"Mediterranean Sea","ALBAMED",1997,"reported","TC","MT",2540,2014
"Mediterranean Sea","ALBAMED",1998,"reported","TC","MT",2700,2014
"Mediterranean Sea","ALBAMED",1999,"reported","TC","MT",4850,2014
"Mediterranean Sea","ALBAMED",2000,"reported","TC","MT",5580,2014
"Mediterranean Sea","ALBAMED",2001,"reported","TC","MT",4870,2014
"Mediterranean Sea","ALBAMED",2002,"reported","TC","MT",5610,2014
"Mediterranean Sea","ALBAMED",2003,"reported","TC","MT",7890,2014
"Mediterranean Sea","ALBAMED",2004,"reported","TC","MT",4870,2014
"Mediterranean Sea","ALBAMED",2005,"reported","TC","MT",3530,2014
"Mediterranean Sea","ALBAMED",2006,"reported","TC","MT",5950,2014
"Mediterranean Sea","ALBAMED",2007,"reported","TC","MT",6570,2014
"Mediterranean Sea","ALBAMED",2008,"reported","TC","MT",2970,2014
"Mediterranean Sea","ALBAMED",2009,"reported","TC","MT",4020,2014
"Mediterranean Sea","ALBAMED",2010,"reported","TC","MT",2120,2014
"Mediterranean Sea","ALBAMED",2011,"reported","TL","MT",4630,2014
"Mediterranean Sea","ALBAMED",2012,"reported","TL","MT",2050,2014
"Mediterranean Sea","ALBAMED",2013,"reported","TL","MT",1500,2014
"Mediterranean Sea","ALBAMED",2014,"reported","TL","MT",2400,2014
"North Atlantic Ocean","ALBANATL",1950,"reported","TC","MT",39600,2014
"North Atlantic Ocean","ALBANATL",1951,"reported","TC","MT",34100,2014
"North Atlantic Ocean","ALBANATL",1952,"reported","TC","MT",32400,2014
"North Atlantic Ocean","ALBANATL",1953,"reported","TC","MT",30100,2014
"North Atlantic Ocean","ALBANATL",1954,"reported","TC","MT",40000,2014
"North Atlantic Ocean","ALBANATL",1955,"reported","TC","MT",31400,2014
"North Atlantic Ocean","ALBANATL",1956,"reported","TC","MT",40900,2014
"North Atlantic Ocean","ALBANATL",1957,"reported","TC","MT",42100,2014
"North Atlantic Ocean","ALBANATL",1958,"reported","TC","MT",52400,2014
"North Atlantic Ocean","ALBANATL",1959,"reported","TC","MT",49900,2014
"North Atlantic Ocean","ALBANATL",1960,"reported","TC","MT",52900,2014
"North Atlantic Ocean","ALBANATL",1961,"reported","TC","MT",42700,2014
"North Atlantic Ocean","ALBANATL",1962,"reported","TC","MT",58800,2014
"North Atlantic Ocean","ALBANATL",1963,"reported","TC","MT",60300,2014
"North Atlantic Ocean","ALBANATL",1964,"reported","TC","MT",64600,2014
"North Atlantic Ocean","ALBANATL",1965,"reported","TC","MT",60700,2014
"North Atlantic Ocean","ALBANATL",1966,"reported","TC","MT",47400,2014
"North Atlantic Ocean","ALBANATL",1967,"reported","TC","MT",59100,2014
"North Atlantic Ocean","ALBANATL",1968,"reported","TC","MT",45200,2014
"North Atlantic Ocean","ALBANATL",1969,"reported","TC","MT",46700,2014
"North Atlantic Ocean","ALBANATL",1970,"reported","TC","MT",45900,2014
"North Atlantic Ocean","ALBANATL",1971,"reported","TC","MT",56800,2014
"North Atlantic Ocean","ALBANATL",1972,"reported","TC","MT",48800,2014
"North Atlantic Ocean","ALBANATL",1973,"reported","TC","MT",45700,2014
"North Atlantic Ocean","ALBANATL",1974,"reported","TC","MT",49600,2014
"North Atlantic Ocean","ALBANATL",1975,"reported","TC","MT",41900,2014
"North Atlantic Ocean","ALBANATL",1976,"reported","TC","MT",57200,2014
"North Atlantic Ocean","ALBANATL",1977,"reported","TC","MT",54000,2014
"North Atlantic Ocean","ALBANATL",1978,"reported","TC","MT",50100,2014
"North Atlantic Ocean","ALBANATL",1979,"reported","TC","MT",51400,2014
"North Atlantic Ocean","ALBANATL",1980,"reported","TC","MT",38700,2014
"North Atlantic Ocean","ALBANATL",1981,"reported","TC","MT",34500,2014
"North Atlantic Ocean","ALBANATL",1982,"reported","TC","MT",42700,2014
"North Atlantic Ocean","ALBANATL",1983,"reported","TC","MT",51500,2014
"North Atlantic Ocean","ALBANATL",1984,"reported","TC","MT",41800,2014
"North Atlantic Ocean","ALBANATL",1985,"reported","TC","MT",40800,2014
"North Atlantic Ocean","ALBANATL",1986,"reported","TC","MT",47600,2014
"North Atlantic Ocean","ALBANATL",1987,"reported","TC","MT",38100,2014
"North Atlantic Ocean","ALBANATL",1988,"reported","TC","MT",33100,2014
"North Atlantic Ocean","ALBANATL",1989,"reported","TC","MT",32100,2014
"North Atlantic Ocean","ALBANATL",1990,"reported","TC","MT",36900,2014
"North Atlantic Ocean","ALBANATL",1991,"reported","TC","MT",27900,2014
"North Atlantic Ocean","ALBANATL",1992,"reported","TC","MT",30900,2014
"North Atlantic Ocean","ALBANATL",1993,"reported","TC","MT",38100,2014
"North Atlantic Ocean","ALBANATL",1994,"reported","TC","MT",35200,2014
"North Atlantic Ocean","ALBANATL",1995,"reported","TC","MT",38400,2014
"North Atlantic Ocean","ALBANATL",1996,"reported","TC","MT",28800,2014
"North Atlantic Ocean","ALBANATL",1997,"reported","TC","MT",29000,2014
"North Atlantic Ocean","ALBANATL",1998,"reported","TC","MT",25700,2014
"North Atlantic Ocean","ALBANATL",1999,"reported","TC","MT",34600,2014
"North Atlantic Ocean","ALBANATL",2000,"reported","TC","MT",33100,2014
"North Atlantic Ocean","ALBANATL",2001,"reported","TC","MT",26300,2014
"North Atlantic Ocean","ALBANATL",2002,"reported","TC","MT",22700,2014
"North Atlantic Ocean","ALBANATL",2003,"reported","TC","MT",25600,2014
"North Atlantic Ocean","ALBANATL",2004,"reported","TC","MT",26000,2014
"North Atlantic Ocean","ALBANATL",2005,"reported","TC","MT",35300,2014
"North Atlantic Ocean","ALBANATL",2006,"reported","TC","MT",37000,2014
"North Atlantic Ocean","ALBANATL",2007,"reported","TC","MT",22000,2014
"North Atlantic Ocean","ALBANATL",2008,"reported","TC","MT",20500,2014
"North Atlantic Ocean","ALBANATL",2009,"reported","TC","MT",15400,2014
"North Atlantic Ocean","ALBANATL",2010,"reported","TC","MT",19500,2014
"North Atlantic Ocean","ALBANATL",2011,"reported","TC","MT",20000,2014
"North Atlantic Ocean","ALBANATL",2012,"reported","TC","MT",25700,2014
"North Atlantic Ocean","ALBANATL",2013,"reported","TC","MT",24700,2014
"North Atlantic Ocean","ALBANATL",2014,"reported","TL","MT",26700,2014
"North Pacific Ocean","ALBANPAC",1950,"reported","TC","MT",68200,2014
"North Pacific Ocean","ALBANPAC",1951,"reported","TC","MT",48100,2014
"North Pacific Ocean","ALBANPAC",1952,"reported","TC","MT",94200,2014
"North Pacific Ocean","ALBANPAC",1953,"reported","TC","MT",76800,2014
"North Pacific Ocean","ALBANPAC",1954,"reported","TC","MT",61500,2014
"North Pacific Ocean","ALBANPAC",1955,"reported","TC","MT",54500,2014
"North Pacific Ocean","ALBANPAC",1956,"reported","TC","MT",76500,2014
"North Pacific Ocean","ALBANPAC",1957,"reported","TC","MT",92300,2014
"North Pacific Ocean","ALBANPAC",1958,"reported","TC","MT",55700,2014
"North Pacific Ocean","ALBANPAC",1959,"reported","TC","MT",51300,2014
"North Pacific Ocean","ALBANPAC",1960,"reported","TC","MT",63400,2014
"North Pacific Ocean","ALBANPAC",1961,"reported","TC","MT",52600,2014
"North Pacific Ocean","ALBANPAC",1962,"reported","TC","MT",47300,2014
"North Pacific Ocean","ALBANPAC",1963,"reported","TC","MT",68900,2014
"North Pacific Ocean","ALBANPAC",1964,"reported","TC","MT",62400,2014
"North Pacific Ocean","ALBANPAC",1965,"reported","TC","MT",73000,2014
"North Pacific Ocean","ALBANPAC",1966,"reported","TC","MT",66100,2014
"North Pacific Ocean","ALBANPAC",1967,"reported","TC","MT",83100,2014
"North Pacific Ocean","ALBANPAC",1968,"reported","TC","MT",69500,2014
"North Pacific Ocean","ALBANPAC",1969,"reported","TC","MT",75000,2014
"North Pacific Ocean","ALBANPAC",1970,"reported","TC","MT",68000,2014
"North Pacific Ocean","ALBANPAC",1971,"reported","TC","MT",91200,2014
"North Pacific Ocean","ALBANPAC",1972,"reported","TC","MT",107000,2014
"North Pacific Ocean","ALBANPAC",1973,"reported","TC","MT",107000,2014
"North Pacific Ocean","ALBANPAC",1974,"reported","TC","MT",115000,2014
"North Pacific Ocean","ALBANPAC",1975,"reported","TC","MT",96800,2014
"North Pacific Ocean","ALBANPAC",1976,"reported","TC","MT",127000,2014
"North Pacific Ocean","ALBANPAC",1977,"reported","TC","MT",62500,2014
"North Pacific Ocean","ALBANPAC",1978,"reported","TC","MT",99600,2014
"North Pacific Ocean","ALBANPAC",1979,"reported","TC","MT",70700,2014
"North Pacific Ocean","ALBANPAC",1980,"reported","TC","MT",74900,2014
"North Pacific Ocean","ALBANPAC",1981,"reported","TC","MT",70600,2014
"North Pacific Ocean","ALBANPAC",1982,"reported","TC","MT",73000,2014
"North Pacific Ocean","ALBANPAC",1983,"reported","TC","MT",55000,2014
"North Pacific Ocean","ALBANPAC",1984,"reported","TC","MT",72600,2014
"North Pacific Ocean","ALBANPAC",1985,"reported","TC","MT",59100,2014
"North Pacific Ocean","ALBANPAC",1986,"reported","TC","MT",46100,2014
"North Pacific Ocean","ALBANPAC",1987,"reported","TC","MT",49100,2014
"North Pacific Ocean","ALBANPAC",1988,"reported","TC","MT",45300,2014
"North Pacific Ocean","ALBANPAC",1989,"reported","TC","MT",44100,2014
"North Pacific Ocean","ALBANPAC",1990,"reported","TC","MT",53700,2014
"North Pacific Ocean","ALBANPAC",1991,"reported","TC","MT",37300,2014
"North Pacific Ocean","ALBANPAC",1992,"reported","TC","MT",54800,2014
"North Pacific Ocean","ALBANPAC",1993,"reported","TC","MT",54100,2014
"North Pacific Ocean","ALBANPAC",1994,"reported","TC","MT",73300,2014
"North Pacific Ocean","ALBANPAC",1995,"reported","TC","MT",67900,2014
"North Pacific Ocean","ALBANPAC",1996,"reported","TC","MT",86200,2014
"North Pacific Ocean","ALBANPAC",1997,"reported","TC","MT",107000,2014
"North Pacific Ocean","ALBANPAC",1998,"reported","TC","MT",98200,2014
"North Pacific Ocean","ALBANPAC",1999,"reported","TC","MT",126000,2014
"North Pacific Ocean","ALBANPAC",2000,"reported","TC","MT",85100,2014
"North Pacific Ocean","ALBANPAC",2001,"reported","TC","MT",90200,2014
"North Pacific Ocean","ALBANPAC",2002,"reported","TC","MT",105000,2014
"North Pacific Ocean","ALBANPAC",2003,"reported","TC","MT",92900,2014
"North Pacific Ocean","ALBANPAC",2004,"reported","TC","MT",90600,2014
"North Pacific Ocean","ALBANPAC",2005,"reported","TC","MT",63300,2014
"North Pacific Ocean","ALBANPAC",2006,"reported","TC","MT",66400,2014
"North Pacific Ocean","ALBANPAC",2007,"reported","TC","MT",92700,2014
"North Pacific Ocean","ALBANPAC",2008,"reported","TC","MT",68600,2014
"North Pacific Ocean","ALBANPAC",2009,"reported","TC","MT",78000,2014
"North Pacific Ocean","ALBANPAC",2010,"reported","TC","MT",68600,2014
"North Pacific Ocean","ALBANPAC",2011,"reported","TC","MT",80300,2014
"North Pacific Ocean","ALBANPAC",2012,"reported","TC","MT",80200,2014
"North Pacific Ocean","ALBANPAC",2013,"reported","TL","MT",85300,2014
"North Pacific Ocean","ALBANPAC",2014,"reported","TL","MT",84300,2014
"South Atlantic Ocean","ALBASATL",1950,"reported","TC","MT",0,2014
"South Atlantic Ocean","ALBASATL",1951,"reported","TC","MT",0,2014
"South Atlantic Ocean","ALBASATL",1952,"reported","TC","MT",0,2014
"South Atlantic Ocean","ALBASATL",1953,"reported","TC","MT",0,2014
"South Atlantic Ocean","ALBASATL",1954,"reported","TC","MT",0,2014
"South Atlantic Ocean","ALBASATL",1955,"reported","TC","MT",0,2014
"South Atlantic Ocean","ALBASATL",1956,"reported","TC","MT",21,2014
"South Atlantic Ocean","ALBASATL",1957,"reported","TC","MT",725,2014
"South Atlantic Ocean","ALBASATL",1958,"reported","TC","MT",1050,2014
"South Atlantic Ocean","ALBASATL",1959,"reported","TC","MT",4720,2014
"South Atlantic Ocean","ALBASATL",1960,"reported","TC","MT",10500,2014
"South Atlantic Ocean","ALBASATL",1961,"reported","TC","MT",10800,2014
"South Atlantic Ocean","ALBASATL",1962,"reported","TC","MT",19000,2014
"South Atlantic Ocean","ALBASATL",1963,"reported","TC","MT",17400,2014
"South Atlantic Ocean","ALBASATL",1964,"reported","TC","MT",26000,2014
"South Atlantic Ocean","ALBASATL",1965,"reported","TC","MT",29800,2014
"South Atlantic Ocean","ALBASATL",1966,"reported","TC","MT",27300,2014
"South Atlantic Ocean","ALBASATL",1967,"reported","TC","MT",15900,2014
"South Atlantic Ocean","ALBASATL",1968,"reported","TC","MT",25700,2014
"South Atlantic Ocean","ALBASATL",1969,"reported","TC","MT",28500,2014
"South Atlantic Ocean","ALBASATL",1970,"reported","TC","MT",23700,2014
"South Atlantic Ocean","ALBASATL",1971,"reported","TC","MT",24900,2014
"South Atlantic Ocean","ALBASATL",1972,"reported","TC","MT",33200,2014
"South Atlantic Ocean","ALBASATL",1973,"reported","TC","MT",28200,2014
"South Atlantic Ocean","ALBASATL",1974,"reported","TC","MT",19700,2014
"South Atlantic Ocean","ALBASATL",1975,"reported","TC","MT",17600,2014
"South Atlantic Ocean","ALBASATL",1976,"reported","TC","MT",19400,2014
"South Atlantic Ocean","ALBASATL",1977,"reported","TC","MT",21500,2014
"South Atlantic Ocean","ALBASATL",1978,"reported","TC","MT",23100,2014
"South Atlantic Ocean","ALBASATL",1979,"reported","TC","MT",22600,2014
"South Atlantic Ocean","ALBASATL",1980,"reported","TC","MT",22900,2014
"South Atlantic Ocean","ALBASATL",1981,"reported","TC","MT",24000,2014
"South Atlantic Ocean","ALBASATL",1982,"reported","TC","MT",29700,2014
"South Atlantic Ocean","ALBASATL",1983,"reported","TC","MT",14900,2014
"South Atlantic Ocean","ALBASATL",1984,"reported","TC","MT",14600,2014
"South Atlantic Ocean","ALBASATL",1985,"reported","TC","MT",31100,2014
"South Atlantic Ocean","ALBASATL",1986,"reported","TC","MT",37300,2014
"South Atlantic Ocean","ALBASATL",1987,"reported","TC","MT",40600,2014
"South Atlantic Ocean","ALBASATL",1988,"reported","TC","MT",30200,2014
"South Atlantic Ocean","ALBASATL",1989,"reported","TC","MT",27200,2014
"South Atlantic Ocean","ALBASATL",1990,"reported","TC","MT",28700,2014
"South Atlantic Ocean","ALBASATL",1991,"reported","TC","MT",26000,2014
"South Atlantic Ocean","ALBASATL",1992,"reported","TC","MT",36600,2014
"South Atlantic Ocean","ALBASATL",1993,"reported","TC","MT",32800,2014
"South Atlantic Ocean","ALBASATL",1994,"reported","TC","MT",35300,2014
"South Atlantic Ocean","ALBASATL",1995,"reported","TC","MT",27600,2014
"South Atlantic Ocean","ALBASATL",1996,"reported","TC","MT",28400,2014
"South Atlantic Ocean","ALBASATL",1997,"reported","TC","MT",28000,2014
"South Atlantic Ocean","ALBASATL",1998,"reported","TC","MT",30600,2014
"South Atlantic Ocean","ALBASATL",1999,"reported","TC","MT",27700,2014
"South Atlantic Ocean","ALBASATL",2000,"reported","TC","MT",31400,2014
"South Atlantic Ocean","ALBASATL",2001,"reported","TC","MT",38800,2014
"South Atlantic Ocean","ALBASATL",2002,"reported","TC","MT",31700,2014
"South Atlantic Ocean","ALBASATL",2003,"reported","TC","MT",28000,2014
"South Atlantic Ocean","ALBASATL",2004,"reported","TC","MT",22500,2014
"South Atlantic Ocean","ALBASATL",2005,"reported","TC","MT",18900,2014
"South Atlantic Ocean","ALBASATL",2006,"reported","TC","MT",24500,2014
"South Atlantic Ocean","ALBASATL",2007,"reported","TC","MT",20300,2014
"South Atlantic Ocean","ALBASATL",2008,"reported","TC","MT",18900,2014
"South Atlantic Ocean","ALBASATL",2009,"reported","TC","MT",22300,2014
"South Atlantic Ocean","ALBASATL",2010,"reported","TC","MT",19200,2014
"South Atlantic Ocean","ALBASATL",2011,"reported","TC","MT",24100,2014
"South Atlantic Ocean","ALBASATL",2012,"reported","TC","MT",25100,2014
"South Atlantic Ocean","ALBASATL",2013,"reported","TC","MT",19200,2014
"South Atlantic Ocean","ALBASATL",2014,"reported","TL","MT",13700,2014
"South Pacific Ocean","ALBASPAC",1952,"reported","TL","MT",154,2014
"South Pacific Ocean","ALBASPAC",1953,"reported","TL","MT",803,2014
"South Pacific Ocean","ALBASPAC",1954,"reported","TL","MT",9580,2014
"South Pacific Ocean","ALBASPAC",1955,"reported","TL","MT",8630,2014
"South Pacific Ocean","ALBASPAC",1956,"reported","TL","MT",7280,2014
"South Pacific Ocean","ALBASPAC",1957,"reported","TL","MT",8760,2014
"South Pacific Ocean","ALBASPAC",1958,"reported","TL","MT",18600,2014
"South Pacific Ocean","ALBASPAC",1959,"reported","TL","MT",17800,2014
"South Pacific Ocean","ALBASPAC",1960,"reported","TC","MT",21300,2014
"South Pacific Ocean","ALBASPAC",1961,"reported","TC","MT",25400,2014
"South Pacific Ocean","ALBASPAC",1962,"reported","TC","MT",29700,2014
"South Pacific Ocean","ALBASPAC",1963,"reported","TC","MT",23500,2014
"South Pacific Ocean","ALBASPAC",1964,"reported","TC","MT",19200,2014
"South Pacific Ocean","ALBASPAC",1965,"reported","TC","MT",33600,2014
"South Pacific Ocean","ALBASPAC",1966,"reported","TC","MT",45500,2014
"South Pacific Ocean","ALBASPAC",1967,"reported","TC","MT",43300,2014
"South Pacific Ocean","ALBASPAC",1968,"reported","TC","MT",30700,2014
"South Pacific Ocean","ALBASPAC",1969,"reported","TC","MT",33600,2014
"South Pacific Ocean","ALBASPAC",1970,"reported","TC","MT",39800,2014
"South Pacific Ocean","ALBASPAC",1971,"reported","TC","MT",39700,2014
"South Pacific Ocean","ALBASPAC",1972,"reported","TC","MT",43700,2014
"South Pacific Ocean","ALBASPAC",1973,"reported","TC","MT",43400,2014
"South Pacific Ocean","ALBASPAC",1974,"reported","TC","MT",24700,2014
"South Pacific Ocean","ALBASPAC",1975,"reported","TC","MT",16000,2014
"South Pacific Ocean","ALBASPAC",1976,"reported","TC","MT",30700,2014
"South Pacific Ocean","ALBASPAC",1977,"reported","TC","MT",39500,2014
"South Pacific Ocean","ALBASPAC",1978,"reported","TC","MT",29500,2014
"South Pacific Ocean","ALBASPAC",1979,"reported","TC","MT",24300,2014
"South Pacific Ocean","ALBASPAC",1980,"reported","TC","MT",37100,2014
"South Pacific Ocean","ALBASPAC",1981,"reported","TC","MT",32200,2014
"South Pacific Ocean","ALBASPAC",1982,"reported","TC","MT",24300,2014
"South Pacific Ocean","ALBASPAC",1983,"reported","TC","MT",28100,2014
"South Pacific Ocean","ALBASPAC",1984,"reported","TC","MT",26000,2014
"South Pacific Ocean","ALBASPAC",1985,"reported","TC","MT",30500,2014
"South Pacific Ocean","ALBASPAC",1986,"reported","TC","MT",28900,2014
