"","type","class","order","family","genus","species","species_saup","comm_name","resilience","habitat"
"209","fish","Actinopterygii","Perciformes","Channichthyidae","Cryodraco","Cryodraco antarcticus","Cryodraco antarcticus","Longfingered icefish","Medium","bathydemersal"
"210","fish","Actinopterygii","Perciformes","Nototheniidae","Dissostichus","Dissostichus eleginoides","Dissostichus eleginoides","Patagonian toothfish","Low","pelagic-oceanic"
"211","fish","Actinopterygii","Perciformes","Nototheniidae","Dissostichus","Dissostichus mawsoni","Dissostichus mawsoni","Antarctic toothfish","Low","pelagic-oceanic"
"212","fish","Actinopterygii","Myctophiformes","Myctophidae","Electrona","Electrona carlsbergi","Electrona carlsbergi","Electron subantarctic","Medium","bathypelagic"
"213","invert","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausia superba","Euphausia superba","Antarctic krill",NA,"pelagic"
"214","fish","Actinopterygii","Perciformes","Nototheniidae","Gobionotothen","Gobionotothen gibberifrons","Gobionotothen gibberifrons","Humped rockcod","Low","demersal"
"215","fish","Actinopterygii","Myctophiformes","Myctophidae","Gymnoscopelus","Gymnoscopelus nicholsi","Gymnoscopelus nicholsi","Nichol's lanternfish","Medium","bathypelagic"
"216","fish","Actinopterygii","Perciformes","Nototheniidae","Lindbergichthys","Lindbergichthys nudifrons","Lepidonotothen nudifrons","Yellowfin notie","Medium","demersal"
"217","fish","Actinopterygii","Perciformes","Nototheniidae","Lepidonotothen","Lepidonotothen squamifrons","Lepidonotothen squamifrons","Grey rockcod","Low","benthopelagic"
"218","invert","Malacostraca","Decapoda","Lithodidae","Lithodes","Lithodes murrayi","Lithodes murrayi","Subantarctic stone crab",NA,"benthic"
"219","fish","Actinopterygii","Gadiformes","Macrouridae","Macrourus","Macrourus whitsoni","Macrourus whitsoni","Whitson's grenadier","Very low","bathypelagic"
"220","fish","Actinopterygii","Gadiformes","Muraenolepididae","Muraenolepis","Muraenolepis microps","Muraenolepis microps","Smalleye moray cod","Medium","pelagic-oceanic"
"221","fish","Actinopterygii","Perciformes","Channichthyidae","Neopagetopsis","Neopagetopsis ionah","Neopagetopsis ionah","Jonah's icefish","Medium","benthopelagic"
"222","fish","Actinopterygii","Perciformes","Nototheniidae","Notothenia","Notothenia coriiceps","Notothenia coriiceps","Black rockcod","Low","demersal"
"223","fish","Actinopterygii","Perciformes","Nototheniidae","Notothenia","Notothenia neglecta","Notothenia neglecta","Yellowbelly rockcod","Low","benthopelagic"
"224","fish","Actinopterygii","Perciformes","Nototheniidae","Notothenia","Notothenia rossii","Notothenia rossii","Marbled rockcod","Low","demersal"
"225","fish","Actinopterygii","Perciformes","Nototheniidae","Nototheniops","Nototheniops nybelini","Nototheniops nybelini","Rockcod","Medium","bathydemersal"
"226","invert","Malacostraca","Decapoda","Lithodidae","Paralomis","Paralomis spinosissima","Paralomis spinosissima","Antarctic stone crab",NA,"benthic"
"227","fish","Actinopterygii","Perciformes","Nototheniidae","Pleuragramma","Pleuragramma antarctica","Pleuragramma antarctica","Antarctic silverfish","Low","pelagic-oceanic"
"228","fish","Actinopterygii","Perciformes","Artedidraconidae","Pogonophryne","Pogonophryne permitini","Pogonophryne permitini","Plunderfish",NA,"bathydemersal"
"229","fish","Actinopterygii","Perciformes","Channichthyidae","Pseudochaenichthys","Pseudochaenichthys georgianus","Pseudochaenichthys georgianus","South Georgia icefish","Medium","demersal"
"230","fish","Actinopterygii","Perciformes","Nototheniidae","Trematomus","Trematomus eulepidotus","Trematomus eulepidotus","Blunt scalyhead","Medium","demersal"
"231","fish","Actinopterygii","Perciformes","Nototheniidae","Trematomus","Trematomus hansoni","Trematomus hansoni","Striped rockcod","Medium","demersal"
"232","fish","Actinopterygii","Beloniformes","Belonidae","Ablennes","Ablennes hians","Ablennes hians","Flat needlefish","Medium","reef-associated"
"233","fish","Actinopterygii","Perciformes","Sparidae","Acanthopagrus","Acanthopagrus berda","Acanthopagrus berda","Goldsilk seabream","Medium","demersal"
"234","fish","Actinopterygii","Perciformes","Sparidae","Acanthopagrus","Acanthopagrus bifasciatus","Acanthopagrus bifasciatus","Twobar seabream","Medium","reef-associated"
"235","fish","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus lineatus","Acanthurus lineatus","Lined surgeonfish","Medium","reef-associated"
"236","fish","Elasmobranchii","Myliobatiformes","Aetobatidae","Aetobatus","Aetobatus narinari","Aetobatus narinari","Spotted eagle ray","Very low","benthopelagic"
"237","fish","Actinopterygii","Perciformes","Carangidae","Alectis","Alectis ciliaris","Alectis ciliaris","African pompano","Low","reef-associated"
"238","fish","Actinopterygii","Perciformes","Carangidae","Alepes","Alepes djedaba","Alepes djedaba","Shrimp scad","High","reef-associated"
"239","fish","Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus","Alepisaurus ferox","Alepisaurus ferox","Long snouted lancetfish","Very low","bathypelagic"
"240","fish","Actinopterygii","Clupeiformes","Clupeidae","Anodontostoma","Anodontostoma chacunda","Anodontostoma chacunda","Chacunda gizzard shad","High","pelagic-neritic"
"241","fish","Actinopterygii","Perciformes","Lutjanidae","Aphareus","Aphareus rutilans","Aphareus rutilans","Rusty jobfish","Medium","reef-associated"
"242","fish","Actinopterygii","Perciformes","Sparidae","Argyrops","Argyrops spinifer","Argyrops spinifer","King soldierbream","Low","demersal"
"243","fish","Actinopterygii","Perciformes","Ariommatidae","Ariomma","Ariomma indicum","Ariomma indicum","Indian driftfish","High","benthopelagic"
"244","fish","Actinopterygii","Perciformes","Carangidae","Atule","Atule mate","Atule mate","Yellowtail scad","High","reef-associated"
"245","fish","Actinopterygii","Perciformes","Scombridae","Auxis","Auxis rochei","Auxis rochei","Bullet tuna","Medium","pelagic-neritic"
"246","fish","Actinopterygii","Perciformes","Scaridae","Bolbometopon","Bolbometopon muricatum","Bolbometopon muricatum","Green humphead parrotfish","Low","reef-associated"
"247","fish","Actinopterygii","Gadiformes","Bregmacerotidae","Bregmaceros","Bregmaceros mcclellandi","Bregmaceros mcclellandi","Unicorn cod","High","pelagic-oceanic"
"248","fish","Actinopterygii","Perciformes","Caesionidae","Caesio","Caesio caerulaurea","Caesio caerulaurea","Blue and gold fusilier","High","reef-associated"
"249","fish","Actinopterygii","Perciformes","Carangidae","Carangoides","Carangoides bajad","Carangoides bajad","Orangespotted trevally","Medium","reef-associated"
"250","fish","Actinopterygii","Perciformes","Carangidae","Carangoides","Carangoides fulvoguttatus","Carangoides fulvoguttatus","Yellowspotted trevally","Low","reef-associated"
"251","fish","Actinopterygii","Perciformes","Carangidae","Carangoides","Carangoides orthogrammus","Carangoides orthogrammus","Island trevally","Medium","reef-associated"
"252","fish","Actinopterygii","Perciformes","Carangidae","Carangoides","Carangoides talamparoides","Carangoides talamparoides","Imposter trevally","Medium","reef-associated"
"253","fish","Actinopterygii","Perciformes","Carangidae","Caranx","Caranx ignobilis","Caranx ignobilis","Giant trevally","Medium","reef-associated"
"254","fish","Actinopterygii","Perciformes","Carangidae","Caranx","Caranx lugubris","Caranx lugubris","Black jack","Low","benthopelagic"
"255","fish","Actinopterygii","Perciformes","Carangidae","Caranx","Caranx melampygus","Caranx melampygus","Bluefin trevally","Medium","reef-associated"
"256","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus albimarginatus","Carcharhinus albimarginatus","Silvertip shark","Very low","reef-associated"
"257","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus dussumieri","Carcharhinus dussumieri","Whitecheek shark","Very low","reef-associated"
"258","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus macloti","Carcharhinus macloti","Hardnose shark","Very low","demersal"
"259","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus sorrah","Carcharhinus sorrah","Spottail shark","Low","reef-associated"
"260","fish","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis argus","Cephalopholis argus","Peacock hind","Medium","reef-associated"
"261","fish","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis hemistiktos","Cephalopholis hemistiktos","Yellowfin hind","Low","reef-associated"
"262","fish","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis miniata","Cephalopholis miniata","Coral hind","Low","reef-associated"
"263","fish","Actinopterygii","Anguilliformes","Muraenesocidae","Congresox","Congresox talabonoides","Congresox talabonoides","Indian pike conger","High","bathydemersal"
"264","fish","Actinopterygii","Perciformes","Sparidae","Crenidens","Crenidens crenidens","Crenidens crenidens","Karenteen seabream","Medium","demersal"
"265","fish","Actinopterygii","Perciformes","Haemulidae","Diagramma","Diagramma pictum","Diagramma pictum","Painted sweetlips","Medium","reef-associated"
"266","fish","Actinopterygii","Perciformes","Drepaneidae","Drepane","Drepane punctata","Drepane punctata","Spotted sicklefish","Medium","reef-associated"
"267","fish","Actinopterygii","Clupeiformes","Dussumieriidae","Dussumieria","Dussumieria acuta","Dussumieria acuta","Rainbow sardine","High","pelagic-neritic"
"268","fish","Actinopterygii","Perciformes","Polynemidae","Eleutheronema","Eleutheronema tetradactylum","Eleutheronema tetradactylum","Fourfinger threadfin","Medium","pelagic-neritic"
"269","fish","Actinopterygii","Clupeiformes","Engraulidae","Encrasicholina","Encrasicholina heteroloba","Encrasicholina heteroloba","Shorthead anchovy","High","reef-associated"
"270","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus areolatus","Epinephelus areolatus","Areolate grouper","Low","reef-associated"
"271","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus chlorostigma","Epinephelus chlorostigma","Brownspotted grouper","Low","reef-associated"
"272","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus coioides","Epinephelus coioides","Orangespotted grouper","Low","reef-associated"
"273","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus fuscoguttatus","Epinephelus fuscoguttatus","Brownmarbled grouper","Medium","reef-associated"
"274","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus malabaricus","Epinephelus malabaricus","Malabar grouper","Low","reef-associated"
"275","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus multinotatus","Epinephelus multinotatus","White-blotched grouper","Medium","reef-associated"
"276","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus polylepis","Epinephelus polylepis","Smallscaled grouper","Medium","demersal"
"277","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus polyphekadion","Epinephelus polyphekadion","Camouflage grouper","Medium","reef-associated"
"278","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus tauvina","Epinephelus tauvina","Greasy grouper","Low","reef-associated"
"279","fish","Actinopterygii","Perciformes","Gerreidae","Gerres","Gerres longirostris","Gerres longirostris","Strongspine silver-biddy","Medium","reef-associated"
"280","fish","Actinopterygii","Perciformes","Carangidae","Gnathanodon","Gnathanodon speciosus","Gnathanodon speciosus","Golden trevally","Medium","reef-associated"
"281","fish","Actinopterygii","Scorpaeniformes","Platycephalidae","Grammoplites","Grammoplites suppositus","Grammoplites suppositus","Spotfin flathead","Medium","demersal"
"282","fish","Actinopterygii","Aulopiformes","Synodontidae","Harpadon","Harpadon nehereus","Harpadon nehereus","Bombay duck","High","benthopelagic"
"283","fish","Actinopterygii","Beloniformes","Hemiramphidae","Hemiramphus","Hemiramphus archipelagicus","Hemiramphus archipelagicus","Jumping halfbeak","High","reef-associated"
"284","fish","Actinopterygii","Clupeiformes","Clupeidae","Hilsa","Hilsa kelee","Hilsa kelee","Kelee shad","High","pelagic-neritic"
"285","invert","Holothuroidea","Aspidochirotida","Holothuriidae","Holothuria","Holothuria atra","Holothuria atra","Lollyfish",NA,"benthic"
"286","fish","Actinopterygii","Perciformes","Lactariidae","Lactarius","Lactarius lactarius","Lactarius lactarius","False trevally","High","pelagic-neritic"
