"","type","class","order","family","genus","species","species_saup","comm_name","resilience","habitat"
"722","fish","Actinopterygii","Pleuronectiformes","Psettodidae","Psettodes","Psettodes belcheri","Psettodes belcheri","Spottail spiny turbot","Medium","demersal"
"723","fish","Actinopterygii","Pleuronectiformes","Psettodidae","Psettodes","Psettodes bennettii","Psettodes bennettii","Spiny turbot","Medium","demersal"
"724","fish","Actinopterygii","Perciformes","Carangidae","Pseudocaranx","Pseudocaranx dentex","Pseudocaranx dentex","White trevally","Medium","reef-associated"
"725","fish","Actinopterygii","Perciformes","Sciaenidae","Pseudotolithus","Pseudotolithus elongatus","Pseudotolithus elongatus","Bobo croaker","Medium","demersal"
"726","fish","Actinopterygii","Perciformes","Sciaenidae","Pseudotolithus","Pseudotolithus senegalensis","Pseudotolithus senegalensis","Cassava croaker","Medium","demersal"
"727","fish","Actinopterygii","Perciformes","Sciaenidae","Pseudotolithus","Pseudotolithus senegallus","Pseudotolithus senegallus","Law croaker","Low","demersal"
"728","fish","Actinopterygii","Perciformes","Sciaenidae","Pseudotolithus","Pseudotolithus typus","Pseudotolithus typus","Longneck croaker","Medium","demersal"
"729","fish","Actinopterygii","Perciformes","Sciaenidae","Pteroscion","Pteroscion peli","Pteroscion peli","Boe drum","Medium","benthopelagic"
"730","fish","Elasmobranchii","Rajiformes","Rajidae","Raja","Raja brachyura","Raja brachyura","Blonde ray","Low","demersal"
"731","fish","Elasmobranchii","Rajiformes","Rajidae","Raja","Raja undulata","Raja undulata","Undulate ray","Low","demersal"
"732","fish","Elasmobranchii","Rajiformes","Rajidae","Rostroraja","Rostroraja alba","Rostroraja alba","White skate","Low","demersal"
"733","fish","Actinopterygii","Perciformes","Centrolophidae","Schedophilus","Schedophilus ovalis","Schedophilus ovalis","Imperial blackfish","Low","benthopelagic"
"734","fish","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber colias","Scomber colias","Atlantic chub mackerel","Medium","pelagic-neritic"
"735","fish","Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox","Scomberesox saurus","Scomberesox saurus saurus","Atlantic saury","Medium","pelagic-oceanic"
"736","fish","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus canicula","Scyliorhinus canicula","Smallspotted catshark","Low","demersal"
"737","fish","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus stellaris","Scyliorhinus stellaris","Nursehound","Low","reef-associated"
"738","fish","Elasmobranchii","Squaliformes","Somniosidae","Scymnodon","Scymnodon ringens","Scymnodon ringens","Knifetooth dogfish","Low","bathypelagic"
"739","fish","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea senegalensis","Solea senegalensis","Senegalese sole","Medium","demersal"
"740","fish","Actinopterygii","Perciformes","Scaridae","Sparisoma","Sparisoma cretense","Sparisoma cretense","Old parrotfish","Medium","reef-associated"
"741","fish","Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus blainville","Squalus blainville","Longnose spurdog","Very low","demersal"
"742","fish","Actinopterygii","Perciformes","Istiophoridae","Tetrapturus","Tetrapturus belone","Tetrapturus belone","Mediterranean spearfish","Low","pelagic-oceanic"
"743","fish","Actinopterygii","Perciformes","Labridae","Thalassoma","Thalassoma pavo","Thalassoma pavo","Ornate wrasse","Medium","reef-associated"
"744","fish","Actinopterygii","Perciformes","Carangidae","Trachinotus","Trachinotus ovatus","Trachinotus ovatus","Pompano","Medium","pelagic-neritic"
"745","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus picturatus","Trachurus picturatus","Blue jack mackerel","Medium","benthopelagic"
"746","fish","Actinopterygii","Scorpaeniformes","Sebastidae","Trachyscorpia","Trachyscorpia cristulata echinata","Trachyscorpia cristulata echinata","Spiny scorpionfish","Very low","bathydemersal"
"747","fish","Actinopterygii","Gadiformes","Gadidae","Trisopterus","Trisopterus luscus","Trisopterus luscus","Pouting","Medium","benthopelagic"
"748","fish","Actinopterygii","Beloniformes","Belonidae","Tylosurus","Tylosurus crocodilus","Tylosurus crocodilus","Hound needlefish","Medium","reef-associated"
"749","fish","Actinopterygii","Zeiformes","Zeidae","Zenopsis","Zenopsis conchifer","Zenopsis conchifer","Silvery John dory","Low","benthopelagic"
"750","fish","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus bahianus","Acanthurus bahianus","Ocean surgeon","High","reef-associated"
"751","fish","Actinopterygii","Clupeiformes","Engraulidae","Anchoa","Anchoa hepsetus","Anchoa hepsetus","Broadstriped anchovy","High","pelagic-neritic"
"752","fish","Actinopterygii","Clupeiformes","Engraulidae","Anchoa","Anchoa mitchilli","Anchoa mitchilli","Bay anchovy","High","pelagic-neritic"
"753","fish","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla rostrata","Anguilla rostrata","American eel","Low","demersal"
"754","fish","Actinopterygii","Perciformes","Sparidae","Archosargus","Archosargus probatocephalus","Archosargus probatocephalus","Sheepshead","Medium","reef-associated"
"755","fish","Actinopterygii","Perciformes","Sparidae","Archosargus","Archosargus rhomboidalis","Archosargus rhomboidalis","Western Atlantic seabream","High","reef-associated"
"756","invert","Bivalvia","Ostreoida","Pectinidae","Argopecten","Argopecten gibbus","Argopecten gibbus","Calico scallop",NA,"benthic"
"757","invert","Bivalvia","Ostreoida","Pectinidae","Argopecten","Argopecten irradians","Argopecten irradians","Atlantic bay scallop",NA,"benthic"
"758","fish","Actinopterygii","Perciformes","Sciaenidae","Bairdiella","Bairdiella chrysoura","Bairdiella chrysoura","Silver croaker","High","demersal"
"759","fish","Actinopterygii","Scorpaeniformes","Triglidae","Bellator","Bellator militaris","Bellator militaris","Horned searobin","High","demersal"
"760","fish","Actinopterygii","Perciformes","Sparidae","Calamus","Calamus bajonado","Calamus bajonado","Jolthead porgy","Medium","reef-associated"
"761","fish","Actinopterygii","Perciformes","Sparidae","Calamus","Calamus calamus","Calamus calamus","Saucereye porgy","Low","reef-associated"
"762","invert","Malacostraca","Decapoda","Portunidae","Callinectes","Callinectes sapidus","Callinectes sapidus","Blue crab",NA,"benthopelagic"
"763","fish","Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis","Canthidermis sufflamen","Canthidermis sufflamen","Ocean triggerfish","Medium","reef-associated"
"764","fish","Actinopterygii","Perciformes","Carangidae","Caranx","Caranx latus","Caranx latus","Horseeye jack","Low","reef-associated"
"765","fish","Actinopterygii","Perciformes","Carangidae","Caranx","Caranx ruber","Caranx ruber","Bar jack","Medium","reef-associated"
"766","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus galapagensis","Carcharhinus galapagensis","Galapagos shark","Very low","reef-associated"
"767","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus leucas","Carcharhinus leucas","Bull shark","Very low","reef-associated"
"768","invert","Malacostraca","Decapoda","Gecarcinidae","Cardisoma","Cardisoma guanhumi","Cardisoma guanhumi","Blue land crab",NA,"benthic"
"769","invert","Malacostraca","Decapoda","Carpiliidae","Carpilius","Carpilius corallinus","Carpilius corallinus","Batwing coral crab",NA,"benthic"
"770","fish","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus","Caulolatilus chrysops","Caulolatilus chrysops","Atlantic goldeye tilefish","Low","demersal"
"771","fish","Actinopterygii","Perciformes","Centropomidae","Centropomus","Centropomus undecimalis","Centropomus undecimalis","Common snook","Medium","reef-associated"
"772","fish","Actinopterygii","Perciformes","Serranidae","Centropristis","Centropristis striata","Centropristis striata","Black seabass","Medium","reef-associated"
"773","fish","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis cruentata","Cephalopholis cruentata","Graysby","Medium","reef-associated"
"774","fish","Actinopterygii","Perciformes","Serranidae","Cephalopholis","Cephalopholis fulva","Cephalopholis fulva","Coney","Medium","reef-associated"
"775","fish","Actinopterygii","Clupeiformes","Engraulidae","Cetengraulis","Cetengraulis edentulus","Cetengraulis edentulus","Atlantic anchoveta","Medium","pelagic-neritic"
"776","fish","Actinopterygii","Perciformes","Ephippidae","Chaetodipterus","Chaetodipterus faber","Chaetodipterus faber","Atlantic spadefish","Medium","reef-associated"
"777","fish","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon capistratus","Chaetodon capistratus","Foureye butterflyfish","High","reef-associated"
"778","fish","Actinopterygii","Perciformes","Chaetodontidae","Chaetodon","Chaetodon sedentarius","Chaetodon sedentarius","Reef butterflyfish","Medium","reef-associated"
"779","invert","Gastropoda","Archaeogastropoda","Trochidae","Cittarium","Cittarium pica","Cittarium pica","West Indian top shell",NA,"benthic"
"780","fish","Actinopterygii","Perciformes","Labridae","Clepticus","Clepticus parrae","Clepticus parrae","Creole wrasse","Medium","reef-associated"
"781","fish","Actinopterygii","Anguilliformes","Congridae","Conger","Conger oceanicus","Conger oceanicus","American conger","Low","demersal"
"782","fish","Actinopterygii","Perciformes","Haemulidae","Conodon","Conodon nobilis","Conodon nobilis","Barred grunt","Medium","demersal"
"783","fish","Actinopterygii","Perciformes","Priacanthidae","Cookeolus","Cookeolus japonicus","Cookeolus japonicus","Longfinned bullseye","Medium","reef-associated"
"784","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","Crassostrea rhizophorae","Crassostrea rhizophorae","Mangrove cupped oyster",NA,"benthic"
"785","invert","Bivalvia","Ostreoida","Ostreidae","Crassostrea","Crassostrea virginica","Crassostrea virginica","American cupped oyster",NA,"benthic"
"786","fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","Cynoscion jamaicensis","Cynoscion jamaicensis","Jamaica weakfish","High","demersal"
"787","fish","Actinopterygii","Perciformes","Sciaenidae","Cynoscion","Cynoscion nebulosus","Cynoscion nebulosus","Spotted weakfish","Medium","demersal"
"788","fish","Actinopterygii","Perciformes","Carangidae","Decapterus","Decapterus punctatus","Decapterus punctatus","Round scad","High","reef-associated"
"789","fish","Actinopterygii","Perciformes","Gerreidae","Diapterus","Diapterus rhombeus","Diapterus rhombeus","Caitipa mojarra","High","demersal"
"790","fish","Actinopterygii","Tetraodontiformes","Diodontidae","Diodon","Diodon hystrix","Diodon hystrix","Spot-fin porcupinefish","Low","reef-associated"
"791","fish","Actinopterygii","Perciformes","Serranidae","Diplectrum","Diplectrum formosum","Diplectrum formosum","Sand perch","High","reef-associated"
"792","fish","Actinopterygii","Perciformes","Sparidae","Diplodus","Diplodus argenteus","Diplodus argenteus argenteus","South American silver porgy","Medium","reef-associated"
"793","fish","Actinopterygii","Clupeiformes","Clupeidae","Dorosoma","Dorosoma cepedianum","Dorosoma cepedianum","American gizzard shad","Medium","pelagic-neritic"
"794","invert","Cephalopoda","Teuthida","Loliginidae","Doryteuthis","Doryteuthis pealeii","Doryteuthis pealeii","Longfin inshore squid",NA,"benthopelagic"
"795","fish","Actinopterygii","Elopiformes","Elopidae","Elops","Elops saurus","Elops saurus","Ladyfish","Medium","reef-associated"
"796","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus adscensionis","Epinephelus adscensionis","Rock hind","Low","demersal"
"797","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus guttatus","Epinephelus guttatus","Red hind","Medium","reef-associated"
"798","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus morio","Epinephelus morio","Red grouper","Medium","reef-associated"
"799","fish","Actinopterygii","Perciformes","Serranidae","Epinephelus","Epinephelus striatus","Epinephelus striatus","Nassau grouper","Low","reef-associated"
"800","fish","Actinopterygii","Perciformes","Lutjanidae","Etelis","Etelis oculatus","Etelis oculatus","Queen snapper","Medium","bathydemersal"
"801","fish","Actinopterygii","Clupeiformes","Dussumieriidae","Etrumeus","Etrumeus sadina","Etrumeus sadina","Red-eye round herring","Medium","pelagic-neritic"
"802","fish","Actinopterygii","Perciformes","Gerreidae","Eucinostomus","Eucinostomus argenteus","Eucinostomus argenteus","Silver mojarra","High","reef-associated"
"803","invert","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus aztecus","Farfantepenaeus aztecus","Northern brown shrimp",NA,"benthic"
"804","invert","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus brasiliensis","Farfantepenaeus brasiliensis","Redspotted shrimp",NA,"benthic"
"805","invert","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus duorarum","Farfantepenaeus duorarum","Northern pink shrimp",NA,"benthic"
"806","invert","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus subtilis","Farfantepenaeus subtilis","Southern brown shrimp",NA,"benthic"
"807","fish","Actinopterygii","Perciformes","Gerreidae","Gerres","Gerres cinereus","Gerres cinereus","Yellow fin mojarra","Medium","reef-associated"
"808","fish","Actinopterygii","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax moringa","Gymnothorax moringa","Spotted moray","Low","reef-associated"
"809","fish","Actinopterygii","Perciformes","Haemulidae","Haemulon","Haemulon aurolineatum","Haemulon aurolineatum","Tomtate grunt","Medium","reef-associated"
"810","fish","Actinopterygii","Perciformes","Haemulidae","Haemulon","Haemulon bonariense","Haemulon bonariense","Black grunt","Medium","reef-associated"
"811","fish","Actinopterygii","Perciformes","Haemulidae","Haemulon","Haemulon flavolineatum","Haemulon flavolineatum","French grunt","Medium","reef-associated"
"812","fish","Actinopterygii","Perciformes","Haemulidae","Haemulon","Haemulon sciurus","Haemulon sciurus","Bluestriped grunt","Medium","reef-associated"
"813","fish","Actinopterygii","Perciformes","Haemulidae","Haemulon","Haemulon steindachneri","Haemulon steindachneri","Cherechere grunt","Medium","reef-associated"
"814","fish","Actinopterygii","Perciformes","Haemulidae","Haemulon","Haemulon vittatum","Haemulon vittatum","Boga","High","reef-associated"
"815","fish","Actinopterygii","Clupeiformes","Clupeidae","Harengula","Harengula clupeola","Harengula clupeola","False herring","High","reef-associated"
"816","fish","Actinopterygii","Clupeiformes","Clupeidae","Harengula","Harengula jaguana","Harengula jaguana","Scaled herring","Medium","reef-associated"
"817","fish","Actinopterygii","Beryciformes","Holocentridae","Holocentrus","Holocentrus adscensionis","Holocentrus adscensionis","Squirrelfish","Medium","reef-associated"
"818","fish","Actinopterygii","Beryciformes","Holocentridae","Holocentrus","Holocentrus rufus","Holocentrus rufus","Longspine squirrelfish","High","reef-associated"
"819","fish","Actinopterygii","Perciformes","Centrolophidae","Hyperoglyphe","Hyperoglyphe bythites","Hyperoglyphe bythites","Black driftfish","Medium","pelagic-oceanic"
"820","fish","Actinopterygii","Perciformes","Serranidae","Hyporthodus","Hyporthodus flavolimbatus","Hyporthodus flavolimbatus","Yellowedge grouper","Low","demersal"
"821","fish","Actinopterygii","Perciformes","Serranidae","Hyporthodus","Hyporthodus mystacinus","Hyporthodus mystacinus","Misty grouper","Very low","bathydemersal"
"822","fish","Actinopterygii","Perciformes","Serranidae","Hyporthodus","Hyporthodus nigritus","Hyporthodus nigritus","Warsaw grouper","Low","demersal"
"823","fish","Actinopterygii","Perciformes","Serranidae","Hyporthodus","Hyporthodus niveatus","Hyporthodus niveatus","Snowy grouper","Low","demersal"
"824","fish","Actinopterygii","Mugiliformes","Mugilidae","Joturus","Joturus pichardi","Joturus pichardi","Bobo mullet","Medium","pelagic-neritic"
"825","fish","Actinopterygii","Perciformes","Kyphosidae","Kyphosus","Kyphosus sectatrix","Kyphosus sectatrix","Bermuda sea chub","Low","reef-associated"
"826","fish","Actinopterygii","Perciformes","Labridae","Lachnolaimus","Lachnolaimus maximus","Lachnolaimus maximus","Hogfish","Medium","reef-associated"
"827","fish","Actinopterygii","Perciformes","Sciaenidae","Larimus","Larimus breviceps","Larimus breviceps","Shorthead drum","High","demersal"
"828","fish","Actinopterygii","Perciformes","Sciaenidae","Leiostomus","Leiostomus xanthurus","Leiostomus xanthurus","Spot croaker","High","demersal"
"829","fish","Actinopterygii","Ophidiiformes","Ophidiidae","Lepophidium","Lepophidium brevibarbe","Lepophidium brevibarbe","Shortbeard cusk-eel","Medium","demersal"
"830","invert","Merostomata","Xiphosura","Limulidae","Limulus","Limulus polyphemus","Limulus polyphemus","Horseshoe crab",NA,"benthic"
"831","invert","Malacostraca","Decapoda","Penaeidae","Litopenaeus","Litopenaeus schmitti","Litopenaeus schmitti","Southern white shrimp",NA,"benthic"
"832","invert","Malacostraca","Decapoda","Penaeidae","Litopenaeus","Litopenaeus setiferus","Litopenaeus setiferus","Northern white shrimp",NA,"benthic"
"833","invert","Gastropoda","Neotaenioglossa","Strombidae","Lobatus","Lobatus gigas","Lobatus gigas","Pink conch",NA,"benthic"
"834","fish","Actinopterygii","Perciformes","Malacanthidae","Lopholatilus","Lopholatilus chamaeleonticeps","Lopholatilus chamaeleonticeps","Great northern tilefish","Low","demersal"
"835","invert","Bivalvia","Arcoida","Arcidae","Lunarca","Lunarca ovalis","Lunarca ovalis","Oval blood ark",NA,"benthic"
"836","fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus analis","Lutjanus analis","Mutton snapper","Medium","reef-associated"
"837","fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus apodus","Lutjanus apodus","Schoolmaster snapper","Medium","reef-associated"
"838","fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus campechanus","Lutjanus campechanus","Northern red snapper","Medium","reef-associated"
"839","fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus griseus","Lutjanus griseus","Grey snapper","Medium","reef-associated"
"840","fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus jocu","Lutjanus jocu","Dog snapper","Low","reef-associated"
"841","fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus purpureus","Lutjanus purpureus","Southern red snapper","Low","demersal"
"842","fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus synagris","Lutjanus synagris","Lane snapper","Medium","reef-associated"
"843","fish","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","Lutjanus vivanus","Lutjanus vivanus","Silk snapper","Low","reef-associated"
"844","fish","Actinopterygii","Perciformes","Sciaenidae","Macrodon","Macrodon ancylodon","Macrodon ancylodon","King weakfish","Medium","demersal"
"845","invert","Malacostraca","Decapoda","Menippidae","Menippe","Menippe mercenaria","Menippe mercenaria","Black stone crab",NA,"benthic"
"846","fish","Actinopterygii","Perciformes","Sciaenidae","Menticirrhus","Menticirrhus americanus","Menticirrhus americanus","Southern kingcroaker","Medium","demersal"
"847","fish","Actinopterygii","Perciformes","Sciaenidae","Menticirrhus","Menticirrhus littoralis","Menticirrhus littoralis","Gulf kingcroaker","Medium","demersal"
"848","fish","Actinopterygii","Perciformes","Sciaenidae","Menticirrhus","Menticirrhus saxatilis","Menticirrhus saxatilis","Northern kingcroaker","High","demersal"
"849","invert","Bivalvia","Veneroida","Veneridae","Mercenaria","Mercenaria mercenaria","Mercenaria mercenaria","Northern quahog",NA,"benthic"
"850","fish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius bilinearis","Merluccius bilinearis","Silver hake","Medium","demersal"
"851","fish","Actinopterygii","Perciformes","Sciaenidae","Micropogonias","Micropogonias furnieri","Micropogonias furnieri","Whitemouth croaker","Medium","demersal"
"852","fish","Actinopterygii","Perciformes","Sciaenidae","Micropogonias","Micropogonias undulatus","Micropogonias undulatus","Atlantic croaker","Medium","demersal"
"853","fish","Actinopterygii","Perciformes","Moronidae","Morone","Morone saxatilis","Morone saxatilis","Striped bass","Low","demersal"
"854","fish","Actinopterygii","Mugiliformes","Mugilidae","Mugil","Mugil liza","Mugil liza","Lebranche mullet","Medium","demersal"
"855","fish","Actinopterygii","Perciformes","Mullidae","Mulloidichthys","Mulloidichthys martinicus","Mulloidichthys martinicus","Yellow goatfish","Medium","reef-associated"
"856","fish","Actinopterygii","Perciformes","Serranidae","Mycteroperca","Mycteroperca acutirostris","Mycteroperca acutirostris","Comb grouper","Low","reef-associated"
"857","fish","Actinopterygii","Perciformes","Serranidae","Mycteroperca","Mycteroperca bonaci","Mycteroperca bonaci","Black grouper","Medium","reef-associated"
"858","fish","Actinopterygii","Perciformes","Serranidae","Mycteroperca","Mycteroperca interstitialis","Mycteroperca interstitialis","Yellowmouth grouper","Low","reef-associated"
"859","fish","Actinopterygii","Perciformes","Serranidae","Mycteroperca","Mycteroperca microlepis","Mycteroperca microlepis","Gag","Medium","reef-associated"
"860","fish","Actinopterygii","Perciformes","Serranidae","Mycteroperca","Mycteroperca phenax","Mycteroperca phenax","Scamp","Low","reef-associated"
"861","fish","Actinopterygii","Perciformes","Serranidae","Mycteroperca","Mycteroperca tigris","Mycteroperca tigris","Tiger grouper","Low","reef-associated"
"862","fish","Actinopterygii","Perciformes","Serranidae","Mycteroperca","Mycteroperca venenosa","Mycteroperca venenosa","Yellowfin grouper","Low","reef-associated"
"863","fish","Actinopterygii","Beryciformes","Holocentridae","Myripristis","Myripristis jacobus","Myripristis jacobus","Blackbar soldierfish","High","reef-associated"
"864","fish","Actinopterygii","Perciformes","Carangidae","Naucrates","Naucrates ductor","Naucrates ductor","Pilotfish","High","reef-associated"
"865","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Negaprion","Negaprion brevirostris","Negaprion brevirostris","Lemon shark","Very low","reef-associated"
"866","fish","Actinopterygii","Beryciformes","Holocentridae","Neoniphon","Neoniphon marianus","Neoniphon marianus","Longjaw squirrelfish","High","reef-associated"
"867","invert","Cephalopoda","Octopoda","Octopodidae","Octopus","Octopus maya","Octopus maya","Mexican foureyed octopus",NA,"benthic"
"868","fish","Actinopterygii","Perciformes","Lutjanidae","Ocyurus","Ocyurus chrysurus","Ocyurus chrysurus","Yellowtail snapper","Medium","reef-associated"
"869","fish","Actinopterygii","Clupeiformes","Clupeidae","Opisthonema","Opisthonema oglinum","Opisthonema oglinum","Atlantic thread herring","Medium","reef-associated"
"870","fish","Actinopterygii","Perciformes","Haemulidae","Orthopristis","Orthopristis chrysoptera","Orthopristis chrysoptera","Pigfish","Medium","demersal"
"871","invert","Malacostraca","Decapoda","Palinuridae","Panulirus","Panulirus argus","Panulirus argus","Caribbean spiny lobster",NA,"benthic"
"872","fish","Actinopterygii","Perciformes","Serranidae","Paranthias","Paranthias furcifer","Paranthias furcifer","Creolefish","Medium","reef-associated"
"873","fish","Actinopterygii","Perciformes","Stromateidae","Peprilus","Peprilus paru","Peprilus paru","American harvestfish","High","benthopelagic"
"874","invert","Malacostraca","Decapoda","Solenoceridae","Pleoticus","Pleoticus robustus","Pleoticus robustus","Royal red shrimp",NA,"benthic"
"875","fish","Actinopterygii","Perciformes","Sciaenidae","Pogonias","Pogonias cromis","Pogonias cromis","Black drum","Medium","demersal"
"876","fish","Actinopterygii","Perciformes","Polynemidae","Polydactylus","Polydactylus octonemus","Polydactylus octonemus","Atlantic threadfin","High","demersal"
"877","fish","Actinopterygii","Perciformes","Haemulidae","Haemulopsis","Haemulopsis corvinaeformis","Pomadasys corvinaeformis","Roughneck grunt","High","demersal"
"878","fish","Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys plectrodon","Porichthys plectrodon","Atlantic midshipman","Medium","demersal"
"879","fish","Actinopterygii","Scorpaeniformes","Triglidae","Prionotus","Prionotus rubio","Prionotus rubio","Blackwing searobin","Medium","demersal"
"880","fish","Actinopterygii","Perciformes","Lutjanidae","Pristipomoides","Pristipomoides macrophthalmus","Pristipomoides macrophthalmus","Cardinal snapper","Medium","benthopelagic"
"881","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Rhizoprionodon","Rhizoprionodon porosus","Rhizoprionodon porosus","Caribbean sharpnose shark","Very low","reef-associated"
"882","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Rhizoprionodon","Rhizoprionodon terraenovae","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Very low","demersal"
"883","fish","Actinopterygii","Perciformes","Lutjanidae","Rhomboplites","Rhomboplites aurorubens","Rhomboplites aurorubens","Vermilion snapper","Medium","demersal"
"884","fish","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","Sardinella brasiliensis","Sardinella brasiliensis","Brazilian sardinella","High","pelagic-neritic"
"885","fish","Actinopterygii","Perciformes","Sciaenidae","Sciaenops","Sciaenops ocellatus","Sciaenops ocellatus","Red drum","Medium","demersal"
"886","fish","Actinopterygii","Perciformes","Scombridae","Scomberomorus","Scomberomorus brasiliensis","Scomberomorus brasiliensis","Serra Spanish mackerel","Medium","reef-associated"
"887","fish","Actinopterygii","Perciformes","Scombridae","Scomberomorus","Scomberomorus cavalla","Scomberomorus cavalla","King mackerel","Medium","reef-associated"
"888","fish","Actinopterygii","Perciformes","Scombridae","Scomberomorus","Scomberomorus maculatus","Scomberomorus maculatus","Atlantic Spanish mackerel","Medium","pelagic-neritic"
"889","fish","Actinopterygii","Perciformes","Scombridae","Scomberomorus","Scomberomorus regalis","Scomberomorus regalis","Cero","Medium","reef-associated"
"890","fish","Actinopterygii","Perciformes","Carangidae","Selene","Selene setapinnis","Selene setapinnis","Atlantic moonfish","Medium","benthopelagic"
"891","fish","Actinopterygii","Perciformes","Carangidae","Selene","Selene vomer","Selene vomer","Lookdown","Medium","demersal"
"892","fish","Actinopterygii","Perciformes","Carangidae","Seriola","Seriola zonata","Seriola zonata","Banded rudderfish","Medium","benthopelagic"
"893","invert","Malacostraca","Decapoda","Sicyoniidae","Sicyonia","Sicyonia brevirostris","Sicyonia brevirostris","Rock shrimp",NA,"benthic"
"894","fish","Actinopterygii","Perciformes","Scaridae","Sparisoma","Sparisoma aurofrenatum","Sparisoma aurofrenatum","Redband parrotfish","Medium","reef-associated"
"895","fish","Actinopterygii","Perciformes","Scaridae","Sparisoma","Sparisoma chrysopterum","Sparisoma chrysopterum","Redtail parrotfish","High","reef-associated"
"896","fish","Actinopterygii","Perciformes","Scaridae","Sparisoma","Sparisoma rubripinne","Sparisoma rubripinne","Redfin parrotfish","High","reef-associated"
"897","fish","Actinopterygii","Perciformes","Scaridae","Sparisoma","Sparisoma viride","Sparisoma viride","Stoplight parrotfish","Medium","reef-associated"
"898","fish","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","Sphyraena guachancho","Sphyraena guachancho","Guachanche barracuda","Very low","pelagic-neritic"
"899","fish","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","Sphyraena picudilla","Sphyraena picudilla","Southern sennet","Medium","reef-associated"
"900","fish","Elasmobranchii","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna tiburo","Sphyrna tiburo","Bonnethead","Very low","reef-associated"
"901","invert","Bivalvia","Veneroida","Mactridae","Spisula","Spisula solidissima","Spisula solidissima","Atlantic surf clam",NA,"benthic"
"902","fish","Actinopterygii","Perciformes","Sparidae","Stenotomus","Stenotomus chrysops","Stenotomus chrysops","Scup","Medium","demersal"
"903","fish","Actinopterygii","Tetraodontiformes","Monacanthidae","Stephanolepis","Stephanolepis hispidus","Stephanolepis hispidus","Planehead filefish","High","reef-associated"
"904","fish","Actinopterygii","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus plagusia","Symphurus plagusia","Duskycheek tonguefish","High","demersal"
"905","fish","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus atlanticus","Thunnus atlanticus","Blackfin tuna","Medium","pelagic-oceanic"
"906","invert","Bivalvia","Veneroida","Veneridae","Tivela","Tivela mactroides","Tivela mactroides","Trigonal tivela",NA,"benthic"
"907","fish","Actinopterygii","Perciformes","Carangidae","Trachinotus","Trachinotus carolinus","Trachinotus carolinus","Florida pompano","Medium","benthopelagic"
"908","fish","Actinopterygii","Perciformes","Carangidae","Trachinotus","Trachinotus goodei","Trachinotus goodei","Great pompano","Medium","reef-associated"
