"area_name","scientific_name","common_name","trawl_perc_rep","trawl_perc_tot","stockid"
"Agulhas Current","Siganidae","Rabbitfishes",0,0,"Agulhas Current-Siganidae"
"Agulhas Current","Sillaginidae","Smelt-whitings",0,0,"Agulhas Current-Sillaginidae"
"Agulhas Current","Soleidae","Soles",NA,NA,"Agulhas Current-Soleidae"
"Agulhas Current","Sparidae","Porgies, seabreams",50,50,"Agulhas Current-Sparidae"
"Agulhas Current","Sphyraena","Barracudas, sennets",0.276008469805338,0.276008469805338,"Agulhas Current-Sphyraena"
"Agulhas Current","Sphyraena barracuda","Great barracuda",0,0,"Agulhas Current-Sphyraena barracuda"
"Agulhas Current","Sphyraenidae","Barracudas",50,50,"Agulhas Current-Sphyraenidae"
"Agulhas Current","Sphyrna","Hammerhead sharks",0,0,"Agulhas Current-Sphyrna"
"Agulhas Current","Sphyrna lewini","Scalloped hammerhead",0,0,"Agulhas Current-Sphyrna lewini"
"Agulhas Current","Sphyrna mokarran","Great hammerhead",0,0,"Agulhas Current-Sphyrna mokarran"
"Agulhas Current","Sphyrna zygaena","Smooth hammerhead",0,0,"Agulhas Current-Sphyrna zygaena"
"Agulhas Current","Sphyrnidae","Hammer, bonnet, scoophead sharks",0,0,"Agulhas Current-Sphyrnidae"
"Agulhas Current","Squaliformes","Bramble, sleeper, dogfish sharks",0,0,"Agulhas Current-Squaliformes"
"Agulhas Current","Squalus","Dogfishes",NA,NA,"Agulhas Current-Squalus"
"Agulhas Current","Squalus acanthias","Piked dogfish",0,0,"Agulhas Current-Squalus acanthias"
"Agulhas Current","Stromateidae","Butterfishes",75,75,"Agulhas Current-Stromateidae"
"Agulhas Current","Synanceiidae","Stonefishes",NA,NA,"Agulhas Current-Synanceiidae"
"Agulhas Current","Synodontidae","Lizardfishes, sauries",NA,NA,"Agulhas Current-Synodontidae"
"Agulhas Current","Terapon","Terapons",0,0,"Agulhas Current-Terapon"
"Agulhas Current","Terapontidae","Grunters, tigerperches",0,0,"Agulhas Current-Terapontidae"
"Agulhas Current","Tetraodontidae","Puffers, tobies",0,0,"Agulhas Current-Tetraodontidae"
"Agulhas Current","Tetrapturus angustirostris","Shortbill spearfish",0,0,"Agulhas Current-Tetrapturus angustirostris"
"Agulhas Current","Teuthida","Squids",28.5714285714286,28.5714285714286,"Agulhas Current-Teuthida"
"Agulhas Current","Thunnus","Tunas",0,0,"Agulhas Current-Thunnus"
"Agulhas Current","Thunnus alalunga","Albacore",0,0,"Agulhas Current-Thunnus alalunga"
"Agulhas Current","Thunnus albacares","Yellowfin tuna",0,0,"Agulhas Current-Thunnus albacares"
"Agulhas Current","Thunnus maccoyii","Southern bluefin tuna",0,0,"Agulhas Current-Thunnus maccoyii"
"Agulhas Current","Thunnus obesus","Bigeye tuna",0,0,"Agulhas Current-Thunnus obesus"
"Agulhas Current","Thunnus thynnus","Atlantic bluefin tuna",0,0,"Agulhas Current-Thunnus thynnus"
"Agulhas Current","Thyrsites atun","Snoek",0,0,"Agulhas Current-Thyrsites atun"
"Agulhas Current","Trachurus","Jacks, horse mackerels",28.5714285714286,28.5714285714286,"Agulhas Current-Trachurus"
"Agulhas Current","Trachurus capensis","Cape horse mackerel",50,50,"Agulhas Current-Trachurus capensis"
"Agulhas Current","Triakis megalopterus","Sharptooth houndshark",0,0,"Agulhas Current-Triakis megalopterus"
"Agulhas Current","Trichiuridae","Cutlassfishes",0,0,"Agulhas Current-Trichiuridae"
"Agulhas Current","Trichiurus lepturus","Largehead hairtail",57.207763168885,57.207763168885,"Agulhas Current-Trichiurus lepturus"
"Agulhas Current","Tridacna","Tridacnid clams",NA,NA,"Agulhas Current-Tridacna"
"Agulhas Current","Triglidae","Searobins, gurnards",0,0,"Agulhas Current-Triglidae"
"Agulhas Current","Upeneus","Upeneid goatfishes",NA,NA,"Agulhas Current-Upeneus"
"Agulhas Current","Upeneus vittatus","Yellowstriped goatfish",NA,NA,"Agulhas Current-Upeneus vittatus"
"Agulhas Current","Variola louti","Yellow-edged lyretail",0,0,"Agulhas Current-Variola louti"
"Agulhas Current","Xiphias gladius","Swordfish",44.4444444444444,44.4444444444444,"Agulhas Current-Xiphias gladius"
"Agulhas Current","Xiphiidae","Swordfishes",0,0,"Agulhas Current-Xiphiidae"
"Agulhas Current","Zeidae","Dories",NA,NA,"Agulhas Current-Zeidae"
"Agulhas Current","Zeus faber","John dory",44.4444444444444,44.4444444444444,"Agulhas Current-Zeus faber"
"Aleutian Islands","Anoplopoma fimbria","Sablefish",1.06520066615918,1.06520066615918,"Aleutian Islands-Anoplopoma fimbria"
"Aleutian Islands","Atheresthes evermanni","Kamchatka flounder",NA,NA,"Aleutian Islands-Atheresthes evermanni"
"Aleutian Islands","Atheresthes stomias","Arrowtooth flounder",25.9220743836773,25.9220743836773,"Aleutian Islands-Atheresthes stomias"
"Aleutian Islands","Batoidea","Batoids, skates, rays, sawfishes",NA,NA,"Aleutian Islands-Batoidea"
"Aleutian Islands","Bivalvia","Clams",NA,NA,"Aleutian Islands-Bivalvia"
"Aleutian Islands","Brachyura","Marine crabs",0,0,"Aleutian Islands-Brachyura"
"Aleutian Islands","Carangidae","Jacks, pompanos",17.7469798669962,17.7469798669962,"Aleutian Islands-Carangidae"
"Aleutian Islands","Chionoecetes","Tanner, snow crabs",50,50,"Aleutian Islands-Chionoecetes"
"Aleutian Islands","Chondrichthyes","Sharks, rays, chimaeras",0,0,"Aleutian Islands-Chondrichthyes"
"Aleutian Islands","Clupea pallasii pallasii","Pacific herring",37.5,37.5,"Aleutian Islands-Clupea pallasii pallasii"
"Aleutian Islands","Clupeiformes","Herrings, shads, anchovies",0,0,"Aleutian Islands-Clupeiformes"
"Aleutian Islands","Cololabis saira","Pacific saury",0,0,"Aleutian Islands-Cololabis saira"
"Aleutian Islands","Coregonus","Whitefishes",NA,NA,"Aleutian Islands-Coregonus"
"Aleutian Islands","Cottidae","Sculpins",0,0,"Aleutian Islands-Cottidae"
"Aleutian Islands","Crassostrea","Cupped oysters",NA,NA,"Aleutian Islands-Crassostrea"
"Aleutian Islands","Crassostrea gigas","Pacific cupped oyster",0,0,"Aleutian Islands-Crassostrea gigas"
"Aleutian Islands","Decapoda","Crabs, lobsters, shrimps",NA,NA,"Aleutian Islands-Decapoda"
"Aleutian Islands","Dendrobranchiata","Shrimps and prawns",100,100,"Aleutian Islands-Dendrobranchiata"
"Aleutian Islands","Echinoidea","Sea urchins, sea hedgehogs",NA,NA,"Aleutian Islands-Echinoidea"
"Aleutian Islands","Elasmobranchii","Sharks, rays, skates",NA,NA,"Aleutian Islands-Elasmobranchii"
"Aleutian Islands","Enteroctopus dofleini","North Pacific giant octopus",NA,NA,"Aleutian Islands-Enteroctopus dofleini"
"Aleutian Islands","Erimacrus isenbeckii","Hair Crab",NA,NA,"Aleutian Islands-Erimacrus isenbeckii"
"Aleutian Islands","Gadidae","Cods, haddocks",NA,NA,"Aleutian Islands-Gadidae"
"Aleutian Islands","Gadus macrocephalus","Pacific cod",17.5118736198449,17.5118736198449,"Aleutian Islands-Gadus macrocephalus"
"Aleutian Islands","Gastropoda","Sea snails",NA,NA,"Aleutian Islands-Gastropoda"
"Aleutian Islands","Glyptocephalus zachirus","Rex sole",100,100,"Aleutian Islands-Glyptocephalus zachirus"
"Aleutian Islands","Hexagrammidae","Greenlings",NA,NA,"Aleutian Islands-Hexagrammidae"
"Aleutian Islands","Hippoglossoides elassodon","Flathead sole",97.8594464204151,97.8594464204151,"Aleutian Islands-Hippoglossoides elassodon"
"Aleutian Islands","Hippoglossus stenolepis","Pacific halibut",0,0,"Aleutian Islands-Hippoglossus stenolepis"
"Aleutian Islands","Isurus","Mako sharks",NA,NA,"Aleutian Islands-Isurus"
"Aleutian Islands","Lepidopsetta bilineata","Rock sole",99.9498019397467,99.9498019397467,"Aleutian Islands-Lepidopsetta bilineata"
"Aleutian Islands","Leukoma staminea","Pacific littleneck clam",NA,NA,"Aleutian Islands-Leukoma staminea"
"Aleutian Islands","Limanda aspera","Yellowfin sole",99.2420652412087,99.2420652412087,"Aleutian Islands-Limanda aspera"
"Aleutian Islands","Lithodidae","Stone/king crabs",NA,NA,"Aleutian Islands-Lithodidae"
"Aleutian Islands","Malacostraca","Lobsters, crabs, shrimps, krill",NA,NA,"Aleutian Islands-Malacostraca"
"Aleutian Islands","Mallotus villosus","Capelin",NA,NA,"Aleutian Islands-Mallotus villosus"
"Aleutian Islands","Marine fishes not identified","Marine fishes nei",1.14572184719986,1.14572184719986,"Aleutian Islands-Marine fishes not identified"
"Aleutian Islands","Microstomus pacificus","Dover sole",0,0,"Aleutian Islands-Microstomus pacificus"
"Aleutian Islands","Miscellaneous aquatic invertebrates","Aquatic invertebrates",100,100,"Aleutian Islands-Miscellaneous aquatic invertebrates"
"Aleutian Islands","Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei",50,50,"Aleutian Islands-Miscellaneous marine crustaceans"
"Aleutian Islands","Mollusca","Clams, seasnails, squids, octopuses",50,50,"Aleutian Islands-Mollusca"
"Aleutian Islands","Mugil cephalus","Flathead grey mullet",100,100,"Aleutian Islands-Mugil cephalus"
"Aleutian Islands","Mytiloida","Mussels",NA,NA,"Aleutian Islands-Mytiloida"
"Aleutian Islands","Octopodidae","Octopuses",16.6666666666667,16.6666666666667,"Aleutian Islands-Octopodidae"
"Aleutian Islands","Ommastrephidae","Arrow squids",NA,NA,"Aleutian Islands-Ommastrephidae"
"Aleutian Islands","Oncorhynchus","Salmons, trouts",100,100,"Aleutian Islands-Oncorhynchus"
"Aleutian Islands","Oncorhynchus gorbuscha","Pink salmon",0,0,"Aleutian Islands-Oncorhynchus gorbuscha"
"Aleutian Islands","Oncorhynchus keta","Chum salmon",0,0,"Aleutian Islands-Oncorhynchus keta"
"Aleutian Islands","Oncorhynchus kisutch","Coho salmon",0,0,"Aleutian Islands-Oncorhynchus kisutch"
"Aleutian Islands","Oncorhynchus mykiss","Rainbow trout",NA,NA,"Aleutian Islands-Oncorhynchus mykiss"
"Aleutian Islands","Oncorhynchus nerka","Sockeye salmon",0,0,"Aleutian Islands-Oncorhynchus nerka"
"Aleutian Islands","Oncorhynchus tshawytscha","Chinook salmon",0,0,"Aleutian Islands-Oncorhynchus tshawytscha"
"Aleutian Islands","Ophiodon elongatus","Lingcod",16.6666666666667,16.6666666666667,"Aleutian Islands-Ophiodon elongatus"
"Aleutian Islands","Osmeridae","Smelts",NA,NA,"Aleutian Islands-Osmeridae"
"Aleutian Islands","Pandalidae","Northern shrimps",28.5714285714286,28.5714285714286,"Aleutian Islands-Pandalidae"
"Aleutian Islands","Panopea abrupta","Pacific geoduck",0,0,"Aleutian Islands-Panopea abrupta"
"Aleutian Islands","Paralithodes camtschaticus","Red king crab",0,0,"Aleutian Islands-Paralithodes camtschaticus"
"Aleutian Islands","Patinopecten caurinus","Weathervane scallop",25,25,"Aleutian Islands-Patinopecten caurinus"
"Aleutian Islands","Perciformes","Perch-likes",0,0,"Aleutian Islands-Perciformes"
"Aleutian Islands","Petromyzontidae","Lampreys",NA,NA,"Aleutian Islands-Petromyzontidae"
"Aleutian Islands","Platichthys stellatus","Starry flounder",NA,NA,"Aleutian Islands-Platichthys stellatus"
"Aleutian Islands","Pleurogrammus monopterygius","Atka mackerel",99.8724837600548,99.8724837600548,"Aleutian Islands-Pleurogrammus monopterygius"
"Aleutian Islands","Pleuronectes quadrituberculatus","Alaska plaice",NA,NA,"Aleutian Islands-Pleuronectes quadrituberculatus"
"Aleutian Islands","Pleuronectidae","Righteye flounders",16.6666666666667,16.6666666666667,"Aleutian Islands-Pleuronectidae"
"Aleutian Islands","Pleuronectiformes","Flatfishes",96.811881680597,96.811881680597,"Aleutian Islands-Pleuronectiformes"
"Aleutian Islands","Raja","Stingrays, skates",13.5222646311967,13.5222646311967,"Aleutian Islands-Raja"
"Aleutian Islands","Rajidae","Stingrays",NA,NA,"Aleutian Islands-Rajidae"
"Aleutian Islands","Rajiformes","Skates and rays",0,0,"Aleutian Islands-Rajiformes"
"Aleutian Islands","Reinhardtius hippoglossoides","Greenland halibut",5.86488747286365,5.86488747286365,"Aleutian Islands-Reinhardtius hippoglossoides"
"Aleutian Islands","Salmonidae","Salmonids",NA,NA,"Aleutian Islands-Salmonidae"
"Aleutian Islands","Salvelinus malma malma","Dolly varden",NA,NA,"Aleutian Islands-Salvelinus malma malma"
"Aleutian Islands","Saxidomus gigantea","Butter clam",NA,NA,"Aleutian Islands-Saxidomus gigantea"
"Aleutian Islands","Scombridae","Mackerels, tunas, bonitos",NA,NA,"Aleutian Islands-Scombridae"
"Aleutian Islands","Sebastes","Redfishes",NA,NA,"Aleutian Islands-Sebastes"
"Aleutian Islands","Sebastes alutus","Pacific ocean perch",99.9885719400707,99.9885719400707,"Aleutian Islands-Sebastes alutus"
"Aleutian Islands","Sebastes crameri","Darkblotched rockfish",0,0,"Aleutian Islands-Sebastes crameri"
"Aleutian Islands","Sebastes entomelas","Widow rockfish",0,0,"Aleutian Islands-Sebastes entomelas"
"Aleutian Islands","Sebastes flavidus","Yellowtail rockfish",0,0,"Aleutian Islands-Sebastes flavidus"
"Aleutian Islands","Sebastes melanops","Black rockfish",NA,NA,"Aleutian Islands-Sebastes melanops"
"Aleutian Islands","Sebastes paucispinis","Bocaccio rockfish",0,0,"Aleutian Islands-Sebastes paucispinis"
"Aleutian Islands","Sebastes pinniger","Canary rockfish",0,0,"Aleutian Islands-Sebastes pinniger"
"Aleutian Islands","Sebastidae","Rockfishes, rockcods, thornyheads",80.3465643390907,80.3465643390907,"Aleutian Islands-Sebastidae"
"Aleutian Islands","Siliqua patula","Pacific razor clam",0,0,"Aleutian Islands-Siliqua patula"
"Aleutian Islands","Solenidae","Razor, knife clams",NA,NA,"Aleutian Islands-Solenidae"
"Aleutian Islands","Strongylocentrotus","Sickle-arched sea urchins",NA,NA,"Aleutian Islands-Strongylocentrotus"
"Aleutian Islands","Teuthida","Squids",13.5965259723684,13.5965259723684,"Aleutian Islands-Teuthida"
"Aleutian Islands","Theragra chalcogramma","Alaska pollock",99.5678673688684,99.5678673688684,"Aleutian Islands-Theragra chalcogramma"
"Aleutian Islands","Todarodes pacificus","Japanese flying squid",0,0,"Aleutian Islands-Todarodes pacificus"
"Aleutian Islands","Veneridae","Venus clams",NA,NA,"Aleutian Islands-Veneridae"
"Antarctic","Amblyraja georgiana","Antarctic starry skate",0,0,"Antarctic-Amblyraja georgiana"
"Antarctic","Artedidraconidae","Barbled plunderfishes",12.9326673322568,12.9326673322568,"Antarctic-Artedidraconidae"
"Antarctic","Bathyraja","Deepwater stingrays/skates",99.4097383132518,99.4097383132518,"Antarctic-Bathyraja"
"Antarctic","Bathyraja eatonii","Eatons skate",100,100,"Antarctic-Bathyraja eatonii"
"Antarctic","Bathyraja maccaini","McCains skate",100,100,"Antarctic-Bathyraja maccaini"
"Antarctic","Cephalopoda","Squids, cuttlefishes, octopuses",33.3333333333333,33.3333333333333,"Antarctic-Cephalopoda"
"Antarctic","Chaenocephalus aceratus","Blackfin icefish",88.8888888919434,88.8888888919434,"Antarctic-Chaenocephalus aceratus"
"Antarctic","Chaenodraco wilsoni","Spiny icefish",100,100,"Antarctic-Chaenodraco wilsoni"
"Antarctic","Champsocephalus gunnari","Mackerel icefish",80,80,"Antarctic-Champsocephalus gunnari"
"Antarctic","Channichthyidae","Crocodile icefishes",32.0192467599069,32.0192467599069,"Antarctic-Channichthyidae"
"Antarctic","Chionobathyscus dewitti","Chionobathyscus dewitti",47.6037289045149,47.6037289045149,"Antarctic-Chionobathyscus dewitti"
"Antarctic","Chionodraco myersi","Myers' icefish",25,25,"Antarctic-Chionodraco myersi"
"Antarctic","Chionodraco rastrospinosus","Ocellated icefish",100,100,"Antarctic-Chionodraco rastrospinosus"
"Antarctic","Cnidaria","Cnidarians, coelenterates",20,20,"Antarctic-Cnidaria"
"Antarctic","Cryodraco antarcticus","Longfingered icefish",73.0929889902773,73.0929889902773,"Antarctic-Cryodraco antarcticus"
"Antarctic","Dissostichus eleginoides","Patagonian toothfish",100,100,"Antarctic-Dissostichus eleginoides"
"Antarctic","Dissostichus mawsoni","Antarctic toothfish",0.177876617557787,0.177876617557787,"Antarctic-Dissostichus mawsoni"
"Antarctic","Electrona carlsbergi","Electron subantarctic",100,100,"Antarctic-Electrona carlsbergi"
"Antarctic","Euphausia superba","Antarctic krill",83.3333333333333,83.3333333333333,"Antarctic-Euphausia superba"
"Antarctic","Gobionotothen gibberifrons","Humped rockcod",66.6666666666667,66.6666666666667,"Antarctic-Gobionotothen gibberifrons"
"Antarctic","Gymnoscopelus nicholsi","Nichol's lanternfish",100,100,"Antarctic-Gymnoscopelus nicholsi"
"Antarctic","Lepidonotothen nudifrons","Yellowfin notie",100,100,"Antarctic-Lepidonotothen nudifrons"
"Antarctic","Lepidonotothen squamifrons","Grey rockcod",74.8418898979536,74.8418898979536,"Antarctic-Lepidonotothen squamifrons"
"Antarctic","Lithodes murrayi","Subantarctic stone crab",100,100,"Antarctic-Lithodes murrayi"
"Antarctic","Lithodidae","Stone/king crabs",0,0,"Antarctic-Lithodidae"
"Antarctic","Macrouridae","Grenadiers, rattails",0,0,"Antarctic-Macrouridae"
"Antarctic","Macrourus","Rattails",0.882444619674492,0.882444619674492,"Antarctic-Macrourus"
"Antarctic","Macrourus whitsoni","Whitson's grenadier",16.6666666666667,16.6666666666667,"Antarctic-Macrourus whitsoni"
"Antarctic","Malacostraca","Lobsters, crabs, shrimps, krill",0,0,"Antarctic-Malacostraca"
"Antarctic","Marine fishes not identified","Marine fishes nei",14.2083270214521,14.2083270214521,"Antarctic-Marine fishes not identified"
"Antarctic","Marine groundfishes not identified","Groundfishes",100,100,"Antarctic-Marine groundfishes not identified"
"Antarctic","Miscellaneous aquatic invertebrates","Aquatic invertebrates",0,0,"Antarctic-Miscellaneous aquatic invertebrates"
"Antarctic","Mollusca","Clams, seasnails, squids, octopuses",0,0,"Antarctic-Mollusca"
"Antarctic","Muraenolepis","Moray cods",0,0,"Antarctic-Muraenolepis"
"Antarctic","Muraenolepis microps","Smalleye moray cod",19.1888094101361,19.1888094101361,"Antarctic-Muraenolepis microps"
"Antarctic","Myctophidae","Lanternfishes",100,100,"Antarctic-Myctophidae"
"Antarctic","Neopagetopsis ionah","Jonah's icefish",96.5223223888397,96.5223223888397,"Antarctic-Neopagetopsis ionah"
"Antarctic","Notothenia coriiceps","Black rockcod",66.6666666666667,66.6666666666667,"Antarctic-Notothenia coriiceps"
"Antarctic","Notothenia neglecta","Yellowbelly rockcod",100,100,"Antarctic-Notothenia neglecta"
"Antarctic","Notothenia rossii","Marbled rockcod",75,75,"Antarctic-Notothenia rossii"
"Antarctic","Nototheniidae","Cod icefishes",19.9594160131822,19.9594160131822,"Antarctic-Nototheniidae"
"Antarctic","Nototheniops nybelini","Rockcod",100,100,"Antarctic-Nototheniops nybelini"
"Antarctic","Paralomis","Spider crabs",0,0,"Antarctic-Paralomis"
"Antarctic","Paralomis spinosissima","Antarctic stone crab",0,0,"Antarctic-Paralomis spinosissima"
"Antarctic","Perciformes","Perch-likes",33.3333333333333,33.3333333333333,"Antarctic-Perciformes"
"Antarctic","Pleuragramma antarctica","Antarctic silverfish",80,80,"Antarctic-Pleuragramma antarctica"
"Antarctic","Pogonophryne permitini","Plunderfish",0,0,"Antarctic-Pogonophryne permitini"
"Antarctic","Pseudochaenichthys georgianus","South Georgia icefish",50,50,"Antarctic-Pseudochaenichthys georgianus"
"Antarctic","Rajiformes","Skates and rays",16.6666666666667,16.6666666666667,"Antarctic-Rajiformes"
"Antarctic","Trematomus","Rockcods",69.3364721163768,69.3364721163768,"Antarctic-Trematomus"
"Antarctic","Trematomus eulepidotus","Blunt scalyhead",66.6666666666667,66.6666666666667,"Antarctic-Trematomus eulepidotus"
"Antarctic","Trematomus hansoni","Striped rockcod",50,50,"Antarctic-Trematomus hansoni"
"Arabian Sea","Ablennes hians","Flat needlefish",44.4444444444444,44.4444444444444,"Arabian Sea-Ablennes hians"
"Arabian Sea","Acanthocybium solandri","Wahoo",57.2490780040253,57.2490780040253,"Arabian Sea-Acanthocybium solandri"
"Arabian Sea","Acanthopagrus berda","Goldsilk seabream",44.4444444444444,44.4444444444444,"Arabian Sea-Acanthopagrus berda"
"Arabian Sea","Acanthopagrus bifasciatus","Twobar seabream",3.21061534391216,3.21061534391216,"Arabian Sea-Acanthopagrus bifasciatus"
"Arabian Sea","Acanthuridae","Surgeons, tangs, unicornfishes",0,0,"Arabian Sea-Acanthuridae"
"Arabian Sea","Acanthurus lineatus","Lined surgeonfish",0,0,"Arabian Sea-Acanthurus lineatus"
"Arabian Sea","Aethaloperca rogaa","Redmouth grouper",44.4444444444444,44.4444444444444,"Arabian Sea-Aethaloperca rogaa"
"Arabian Sea","Aetobatus narinari","Spotted eagle ray",3.78306559861725,3.78306559861725,"Arabian Sea-Aetobatus narinari"
"Arabian Sea","Alectis ciliaris","African pompano",44.5611493747615,44.5611493747615,"Arabian Sea-Alectis ciliaris"
