"source","stockid","lme","comm_name","species","year","biomass_mt","er","bbmsy","uumsy","msy_mt","bmsy_mt","umsy","r","k_mt"
"SAUP","South Brazil Shelf-Elagatis bipinnulata","South Brazil Shelf","Rainbow runner","Elagatis bipinnulata",2014,21.0941962980929,0.389441862368689,1.52822640196732,0.562848066200026,9.55051387534836,13.8030571065503,0.691912943750417,0.8302955325005,34.3464230593713
"SAUP","South Brazil Shelf-Elasmobranchii","South Brazil Shelf","Sharks, rays, skates",NA,2014,2391.19884715826,0.00940224643593266,0.654346310747855,0.413638166072531,83.0651895666182,3654.33228228236,0.022730606619806,0.0272767279437672,9093.14810464885
"SAUP","South Brazil Shelf-Engraulidae","South Brazil Shelf","Anchovies, round herrings",NA,2014,6080.63392637962,0.12998362411667,1.72045829369387,0.434691981413272,1056.84603308157,3534.31056635748,0.299024664991673,0.358829597990007,8794.49566847864
"SAUP","South Brazil Shelf-Engraulis anchoita","South Brazil Shelf","Argentine anchovy","Engraulis anchoita",2014,685.609876410808,0.0322939556887792,0.682403172507464,0.583459951841795,55.6091454252162,1004.69913393216,0.0553490528130295,0.0664188633756354,2500.01294894607
"SAUP","South Brazil Shelf-Epinephelus adscensionis","South Brazil Shelf","Rock hind","Epinephelus adscensionis",2014,0.0875979454724211,0.135390165100778,1.58110709244268,0.537766296966922,0.0139484570928626,0.0554029172920157,0.251763946280005,0.302116735536007,0.137860187156068
"SAUP","South Brazil Shelf-Epinephelus itajara","South Brazil Shelf","Goliath grouper","Epinephelus itajara",2014,704.922751038581,0.0405960838742085,0.861008147518038,0.41198834802589,80.6739783234441,818.717863554029,0.0985369709331134,0.118244365119736,2037.23203423876
"SAUP","South Brazil Shelf-Epinephelus marginatus","South Brazil Shelf","Dusky grouper","Epinephelus marginatus",2014,641.269718079217,0.102483712752489,0.844901954046328,1.16408748459889,66.8195656390652,758.987140470094,0.0880378099656328,0.105645371958759,1888.60288137454
"SAUP","South Brazil Shelf-Epinephelus morio","South Brazil Shelf","Red grouper","Epinephelus morio",2014,408.653301831329,0.0585192533126051,0.831532064082176,0.673005282640592,42.7323045347714,491.446234586745,0.0869521455804922,0.104342574696591,1222.87549444689
"SAUP","South Brazil Shelf-Eucinostomus","South Brazil Shelf","Mojarras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Farfantepenaeus paulensis","South Brazil Shelf","Sao Paulo shrimp","Farfantepenaeus paulensis",2014,46518.8949512162,0.0447728900088596,0.887144771330184,1.55688222293372,1507.97541385957,52436.644451464,0.0287580456307682,0.0345096547569218,130479.151121467
"SAUP","South Brazil Shelf-Farfantepenaeus subtilis","South Brazil Shelf","Southern brown shrimp","Farfantepenaeus subtilis",2014,19616.0169089631,0.0630429861319268,1.15439190680963,0.901456311598181,1188.36443543681,16992.5107697398,0.0699345995150432,0.0839215194180518,42282.8043985589
"SAUP","South Brazil Shelf-Fistularia tabacaria","South Brazil Shelf","Cornetfish","Fistularia tabacaria",2014,0.424401504377774,0.0800178233340363,0.962419411977226,1.00459107069239,0.0351244846012095,0.440973549677131,0.0796521347525871,0.0955825617031046,1.0972833031326
"SAUP","South Brazil Shelf-Gadiformes","South Brazil Shelf","Cods",NA,2014,1667.30848747215,0.187004187132111,1.46391678905743,0.68282308770212,311.91962714473,1138.93665263972,0.273869162452356,0.328642994942827,2834.03885149647
"SAUP","South Brazil Shelf-Galeocerdo cuvier","South Brazil Shelf","Tiger shark","Galeocerdo cuvier",2014,37.4597076451607,0.0631675623316213,1.1878714155122,1.0960900191199,1.81736787237504,31.5351536841287,0.0576299037759155,0.0691558845310986,78.469553615291
"SAUP","South Brazil Shelf-Galeorhinus galeus","South Brazil Shelf","Tope shark","Galeorhinus galeus",2014,6125.33708632512,0.00255361829586823,0.84402556480987,0.0712224822078106,260.203580420778,7257.28857242014,0.0358541041635893,0.0430249249963071,18058.4563005245
"SAUP","South Brazil Shelf-Gastropoda","South Brazil Shelf","Sea snails",NA,2014,15.4697159088767,0.00996939954866943,0.838111075070696,0.370317549977551,0.496907401809435,18.45783496844,0.026921218152566,0.0323054617830793,45.9289999086686
"SAUP","South Brazil Shelf-Gempylidae","South Brazil Shelf","Snake mackerels",NA,2014,19.8409711717216,0.105838919139853,1.03868220551823,0.98113042799741,2.06062462719806,19.102061310295,0.107874464107572,0.129449356929086,47.5320411996333
"SAUP","South Brazil Shelf-Genyatremus luteus","South Brazil Shelf","Torroto grunt","Genyatremus luteus",2014,10809.5909885216,0.0897829631640793,1.18311113151188,0.881167807789221,930.934302349927,9136.58125649461,0.101890879773896,0.122269055728676,22734.7378721607
"SAUP","South Brazil Shelf-Genypterus","South Brazil Shelf","Genypterid cuskeels",NA,2014,7181.08922731232,0.0715714399161784,1.45858792370404,0.693453428961635,508.136233602772,4923.31597609567,0.103210160808273,0.123852192969927,12250.7856096384
"SAUP","South Brazil Shelf-Genypterus blacodes","South Brazil Shelf","Pink cusk-eel","Genypterus blacodes",2014,1154.22116697951,0.00105092512016073,0.573589317418044,0.0592221887493198,35.7088035446712,2012.27800436578,0.0177454623402921,0.0212945548083505,5007.19160382347
"SAUP","South Brazil Shelf-Gerreidae","South Brazil Shelf","Mojarras, silverbellies",NA,2014,2547.88637472749,0.280637806337057,1.5340121298794,0.549176059445324,848.761834971956,1660.92974436115,0.511016096769595,0.613219316123515,4132.92470148873
"SAUP","South Brazil Shelf-Ginglymostoma cirratum","South Brazil Shelf","Nurse shark","Ginglymostoma cirratum",2014,5.08421826822697,0.0218833088058589,0.688822996151055,0.48348183848691,0.334079151029745,7.38102284133387,0.0452619045098865,0.0543142854118639,18.3663467565479
"SAUP","South Brazil Shelf-Gobiidae","South Brazil Shelf","Gobies",NA,2014,8.32368136522079,0.425757104087081,1.32866099956012,0.690748462893007,3.86138616001857,6.26471415054444,0.616370686232027,0.739644823478433,15.5886135150827
"SAUP","South Brazil Shelf-Gymnothorax","South Brazil Shelf","Morays",NA,2014,210.189924832789,0.205288295694127,1.56298975968947,0.542753533991324,50.8647941824996,134.479399835958,0.378234839273122,0.453881807127746,334.627780199812
"SAUP","South Brazil Shelf-Gymnura micrura","South Brazil Shelf","Smooth butterfly ray","Gymnura micrura",2014,6.70553263930677,0.0634516319711758,0.712172231335722,1.54486769979494,0.38672277416784,9.41560530481529,0.0410725345475202,0.0492870414570242,23.429038992078
"SAUP","South Brazil Shelf-Haemulidae","South Brazil Shelf","Grunts, sweetlips, bonnetmouths",NA,2014,1044.10417070751,0.224536546482751,1.77603396620237,0.395423177170489,333.82394151831,587.88524914311,0.567838607967941,0.681406329561529,1462.84662314778
"SAUP","South Brazil Shelf-Haemulon","South Brazil Shelf","Grunts",NA,2014,392.824235362362,0.0793927129160732,1.26354482945584,0.802430965840504,30.7595927732237,310.890619948591,0.0989402407133098,0.118728288855972,773.595347430477
"SAUP","South Brazil Shelf-Haemulon aurolineatum","South Brazil Shelf","Tomtate grunt","Haemulon aurolineatum",2014,89.728394034253,0.346838198719123,1.26692438253213,0.718986941385616,34.1652906640837,70.8237960145009,0.482398467558678,0.578878161070414,176.232268098803
"SAUP","South Brazil Shelf-Harengula","South Brazil Shelf","False herrings",NA,2014,5.07759943772938,0.152774975145911,1.80122135550341,0.392864305378999,1.09622827551631,2.81897581450242,0.388874665003043,0.466649598003652,7.01451389874267
"SAUP","South Brazil Shelf-Harengula jaguana","South Brazil Shelf","Scaled herring","Harengula jaguana",2014,17.848298240159,0.206984696114485,0.819859380355072,1.38604880725375,3.25100140311299,21.769950637668,0.14933434885644,0.179201218627728,54.1706035707219
"SAUP","South Brazil Shelf-Hemiramphidae","South Brazil Shelf","Halfbeaks, garfishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Hemiramphus","South Brazil Shelf","Halfbeaks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Hexanchus griseus","South Brazil Shelf","Bluntnose sixgill shark","Hexanchus griseus",2014,914.040741490177,0.00564905132946471,0.619136230604662,0.221812117153203,37.5984194840508,1476.31602918393,0.0254677309876764,0.0305612771852116,3673.54670173895
"SAUP","South Brazil Shelf-Holocentrus adscensionis","South Brazil Shelf","Squirrelfish","Holocentrus adscensionis",2014,21.8856433267391,0.294535528175422,1.89828258091944,0.316463643111762,10.7303112625816,11.5291809273932,0.930708896855507,1.11685067622661,28.6882914852509
"SAUP","South Brazil Shelf-Hyporthodus flavolimbatus","South Brazil Shelf","Yellowedge grouper","Hyporthodus flavolimbatus",2014,0.960148260918491,0.036611963100753,0.705034987434684,0.250075607128964,0.199378954504772,1.36184484178871,0.146403575786871,0.175684290944245,3.38870575671968
"SAUP","South Brazil Shelf-Hyporthodus niveatus","South Brazil Shelf","Snowy grouper","Hyporthodus niveatus",2014,14.452363907297,0.0903055069171791,1.15363175742,0.691042317106028,1.6371228775412,12.5277098297108,0.130680140248666,0.1568161682984,31.1729509234659
"SAUP","South Brazil Shelf-Illex argentinus","South Brazil Shelf","Argentine shortfin squid","Illex argentinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Isopisthus parvipinnis","South Brazil Shelf","Bigtooth corvina","Isopisthus parvipinnis",2014,9120.6648336492,0.0723544760059629,0.996732513881671,0.858357342474981,771.338745861712,9150.56417506611,0.0842941190406044,0.101152942848725,22769.5318481005
"SAUP","South Brazil Shelf-Istiophoridae","South Brazil Shelf","Billfishes",NA,2014,98.8712456630395,0.149471320129473,0.851974899939124,0.920376262007872,18.8467151579841,116.049481821711,0.162402406819348,0.194882888183218,288.7682466066
"SAUP","South Brazil Shelf-Istiophorus albicans","South Brazil Shelf","Atlantic sailfish","Istiophorus albicans",2014,445.923896283136,0.0154838382086076,0.652030930739879,0.126913614910992,83.4378218505206,683.899912197621,0.122002972017359,0.146403566420831,1701.76182951958
"SAUP","South Brazil Shelf-Isurus oxyrinchus","South Brazil Shelf","Shortfin mako","Isurus oxyrinchus",2014,862.264248115647,0.0892800763286141,1.14367021370777,1.18840617670113,56.6407795117225,753.944832855441,0.0751258938896165,0.0901510726675398,1876.05600649085
"SAUP","South Brazil Shelf-Isurus paucus","South Brazil Shelf","Longfin mako","Isurus paucus",2014,0.102919710725144,0,0.713337368584668,0,0.0100939305437237,0.14427915213435,0.0699611163109998,0.0839533395731997,0.359012699838946
"SAUP","South Brazil Shelf-Kajikia albida","South Brazil Shelf","Atlantic white marlin","Kajikia albida",2014,430.222534139327,0.0297404897074879,0.670717548798144,0.398527684037302,47.8677599638211,641.436227381021,0.0746259065523393,0.0895510878628071,1596.09859331674
"SAUP","South Brazil Shelf-Katsuwonus pelamis","South Brazil Shelf","Skipjack tuna","Katsuwonus pelamis",2014,140842.255450869,0.166729071812296,1.72406447404876,0.391808070985732,34763.0139632716,81691.9886529054,0.425537614354982,0.510645137225978,203275.809204798
"SAUP","South Brazil Shelf-Kyphosus","South Brazil Shelf","Sea chubs",NA,2014,57.4661613644049,0.112922317957703,1.12955342985275,0.960029819923829,5.98412243569643,50.8751156391923,0.117623760860535,0.141148513032642,126.593567747315
"SAUP","South Brazil Shelf-Lagocephalus laevigatus","South Brazil Shelf","Smooth puffer","Lagocephalus laevigatus",2014,1561.42215780019,0.10415713433728,0.76350761787321,2.9016840151421,73.4084186846115,2045.06428128329,0.0358954089396874,0.0430744907276249,5088.77435240283
"SAUP","South Brazil Shelf-Lamna nasus","South Brazil Shelf","Porbeagle","Lamna nasus",2014,94.3168795918742,0.0131714858080083,0.87770190163186,0.397247114761408,3.56300475046788,107.458898535501,0.0331569074225229,0.0397882889070275,267.392126403857
"SAUP","South Brazil Shelf-Lamniformes","South Brazil Shelf","Mackerel sharks",NA,2014,0.058421461501963,0.167136308284104,0.802392140816793,1.80765949453841,0.00673193524292079,0.0728091148082445,0.0924600616372073,0.110952073964649,0.181172376559651
"SAUP","South Brazil Shelf-Lampris guttatus","South Brazil Shelf","Opah","Lampris guttatus",2014,1.33573106534593,0.00418402479735143,0.653658200350164,0.0746232406811172,0.114574628331167,2.04347021827367,0.0560686558123462,0.0672823869748155,5.08480781353474
"SAUP","South Brazil Shelf-Larimus breviceps","South Brazil Shelf","Shorthead drum","Larimus breviceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Lepidocybium flavobrunneum","South Brazil Shelf","Escolar","Lepidocybium flavobrunneum",2014,173.21324757776,0.097637662168465,1.7531133127289,0.607309438282395,15.8846795578784,98.8032241385103,0.16077086245293,0.192925034943516,245.854038688338
"SAUP","South Brazil Shelf-Litopenaeus schmitti","South Brazil Shelf","Southern white shrimp","Litopenaeus schmitti",2014,35493.4088209796,0.0562702948818703,1.11381761217487,0.854119605246985,2099.39486659089,31866.4460258212,0.0658810482000335,0.0790572578400403,79293.9149749713
"SAUP","South Brazil Shelf-Lobotes surinamensis","South Brazil Shelf","Tripletail","Lobotes surinamensis",2014,3.79721674345851,0.471149917602681,1.17316994746812,0.877995584020015,1.73688572476613,3.2367149803432,0.536619917204437,0.643943900645324,8.05398261988759
"SAUP","South Brazil Shelf-Lophius gastrophysus","South Brazil Shelf","Blackfin goosefish","Lophius gastrophysus",2014,3514.24657436391,0.216320872898311,1.0032612952741,1.08728108661607,696.906901592313,3502.82283480673,0.198955794928397,0.238746953914076,8716.14411630628
"SAUP","South Brazil Shelf-Lutjanidae","South Brazil Shelf","Snappers",NA,2014,136.525452505626,0.00485566192115481,0.669765650411947,0.134576601765648,7.35477917257212,203.840630557352,0.0360810264001945,0.0432972316802334,507.220717828471
"SAUP","South Brazil Shelf-Lutjanus","South Brazil Shelf","Snappers",NA,2014,2598.45011642436,0.0752842256589051,0.915969847591364,2.04432715210612,104.468845986014,2836.82931622395,0.0368259187778948,0.0441911025334738,7058.93912414637
"SAUP","South Brazil Shelf-Lutjanus analis","South Brazil Shelf","Mutton snapper","Lutjanus analis",2014,0.294529282730644,0.137947172258444,1.71522705815826,0.448085663974563,0.0528638286559648,0.171714456887648,0.307858928212162,0.369430713854594,0.427280517362672
"SAUP","South Brazil Shelf-Lutjanus synagris","South Brazil Shelf","Lane snapper","Lutjanus synagris",2014,980.062178657101,0.175438877021351,1.88631647482302,0.325087732660612,280.391167664423,519.564024244158,0.539666248201703,0.647599497842043,1292.84155280722
"SAUP","South Brazil Shelf-Macrodon ancylodon","South Brazil Shelf","King weakfish","Macrodon ancylodon",2014,59509.210380387,0.173555010059059,1.8511256022416,0.344995401153812,16172.3134233194,32147.5810762516,0.503064706018157,0.603677647221789,79993.4689436584
"SAUP","South Brazil Shelf-Makaira nigricans","South Brazil Shelf","Blue marlin","Makaira nigricans",2014,686.939535880809,0.0303462621950719,0.64383824412238,0.943232937094698,34.3263787627427,1066.94428632021,0.0321726065764232,0.0386071278917078,2654.8988065363
"SAUP","South Brazil Shelf-Malacanthidae","South Brazil Shelf","Tilefishes",NA,2014,483.91651818796,0.115817940746612,1.13856977482111,0.587322342591176,83.8127542552842,425.021398678874,0.197196551787288,0.236635862144746,1057.58924676062
"SAUP","South Brazil Shelf-Malacostraca","South Brazil Shelf","Lobsters, crabs, shrimps, krill",NA,2014,93.4005459001144,0,0.430264134252109,0,7.33523568791866,217.07722876429,0.033790903493998,0.0405490841927976,540.157609878758
"SAUP","South Brazil Shelf-Marine fishes not identified","South Brazil Shelf","Marine fishes nei",NA,2014,225190.365694921,0.0655238400893528,1.11985154216296,0.946930661688884,13914.5932710964,201089.481253893,0.0691960274815568,0.0830352329778682,500374.977993687
"SAUP","South Brazil Shelf-Marine pelagic fishes not identified","South Brazil Shelf","Pelagic fishes",NA,2014,10262.8058451566,0.00851983105496095,0.671831470317709,0.240518540781763,541.11327940498,15275.863514258,0.0354227621175014,0.0425073145410017,38011.2366997984
"SAUP","South Brazil Shelf-Megalops atlanticus","South Brazil Shelf","Tarpon","Megalops atlanticus",2014,3346.13842993099,0.057575754503759,0.759268236087687,0.602239496673593,421.3267910641,4407.0570463645,0.0956027540899803,0.114723304907976,10966.1681896097
"SAUP","South Brazil Shelf-Menticirrhus","South Brazil Shelf","Kingcroakers",NA,2014,13666.0748246619,0.0585623012659308,1.33749250450747,0.710829390585076,841.792778224389,10217.6832981164,0.0823858749252459,0.0988630499102951,25424.8657043689
"SAUP","South Brazil Shelf-Menticirrhus americanus","South Brazil Shelf","Southern kingcroaker","Menticirrhus americanus",2014,261.3871921172,0.15587543134681,1.24405844654333,0.837013659466739,39.128089402815,210.108450164441,0.186228061613854,0.223473673936625,522.817058713181
"SAUP","South Brazil Shelf-Merluccius hubbsi","South Brazil Shelf","Argentine hake","Merluccius hubbsi",2014,172442.96103239,0.0132951798873279,0.565040232821505,0.512633171554328,7915.04907689773,305187.048666081,0.0259350752644748,0.0311220903173697,759403.036936781
"SAUP","South Brazil Shelf-Micropogonias furnieri","South Brazil Shelf","Whitemouth croaker","Micropogonias furnieri",2014,154249.802018151,0.149651666720029,1.87248524581353,0.336274531624133,36660.1124298131,82377.0453535051,0.445028251165034,0.534033901398041,204980.449494034
"SAUP","South Brazil Shelf-Miscellaneous marine crustaceans","South Brazil Shelf","Marine crabs, shrimps, lobsters nei",NA,2014,0.248154997121791,0,0.735365121235362,0,0.00960060390270319,0.337458209474102,0.0284497565421949,0.0341397078506339,0.839704011798596
"SAUP","South Brazil Shelf-Mollusca","South Brazil Shelf","Clams, seasnails, squids, octopuses",NA,2014,453.080357080187,0.00729777073852446,0.579491556457283,0.166994210960638,34.1677925303061,781.858427498219,0.0437007408612781,0.0524408890335337,1945.51396231237
"SAUP","South Brazil Shelf-Monacanthidae","South Brazil Shelf","Filefishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Mugil","South Brazil Shelf","Grey mullets",NA,2014,10927.3454135163,0.311662843661341,1.61401703314372,0.498928149871379,4229.15476948236,6770.27886888681,0.624664781375207,0.749597737650249,16846.6203150284
"SAUP","South Brazil Shelf-Mugil liza","South Brazil Shelf","Lebranche mullet","Mugil liza",2014,43474.9456899924,0.0363815741177726,0.809772629823467,1.67613561538169,1165.32827997755,53687.842844812,0.0217056267905195,0.0260467521486234,133592.533107603
"SAUP","South Brazil Shelf-Mugilidae","South Brazil Shelf","Mullets, grey mullets",NA,2014,97.2181526324672,0.106333222102882,1.35247255776697,0.737787650800111,10.3599222180154,71.8817931455716,0.144124426571204,0.172949311885445,178.864903519989
"SAUP","South Brazil Shelf-Mullidae","South Brazil Shelf","Goatfishes",NA,2014,624.754466793365,0.404354314082325,1.59371880332657,0.507731494211554,312.194789896469,392.010476057203,0.796393997008672,0.955672796410407,975.44750778266
"SAUP","South Brazil Shelf-Mulloidichthys martinicus","South Brazil Shelf","Yellow goatfish","Mulloidichthys martinicus",2014,0.0199779260978451,0.448348790366491,1.63079827868217,0.48444908560484,0.0113375187875825,0.0122503968510373,0.925481755852056,1.11057810702247,0.0304829074923731
"SAUP","South Brazil Shelf-Mullus argentinae","South Brazil Shelf","Argentine goatfish","Mullus argentinae",2014,1514.272828866,0.138983743819076,0.885334398217794,0.516040054666935,460.656692380924,1710.39646930502,0.269327434105439,0.323192920926526,4256.01374250107
"SAUP","South Brazil Shelf-Muraenidae","South Brazil Shelf","Moray eels",NA,2014,9.74626994680432,0.016991423755331,0.696305483380614,0.393380162255641,0.604583007606026,13.9971179021677,0.0431933925134971,0.0518320710161965,34.8293084183219
"SAUP","South Brazil Shelf-Mustelus","South Brazil Shelf","Smoothhounds",NA,2014,175709.818807759,0.0651148759522178,1.27223231131746,0.773477119854071,11626.8576603746,138111.426069506,0.0841846181106208,0.101021541732745,343665.423717274
"SAUP","South Brazil Shelf-Mustelus schmitti","South Brazil Shelf","Narrownose smoothhound","Mustelus schmitti",2014,196458.4181343,0.0587470393372585,1.17249466885607,0.836292657651894,11770.298223733,167555.915905334,0.0702469868648684,0.0842963842378422,416932.73666556
"SAUP","South Brazil Shelf-Mycteroperca","South Brazil Shelf","Scamps, gags",NA,2014,187.370174694812,0.30874341555066,1.12940312325442,0.887633077562217,57.7053000859385,165.901944874119,0.347827749275172,0.417393299130207,412.817127469167
"SAUP","South Brazil Shelf-Mycteroperca bonaci","South Brazil Shelf","Black grouper","Mycteroperca bonaci",2014,182.181978094049,0.168032183028536,1.00109058337884,1.34094208728706,22.8041812797824,181.983509902926,0.125309052957307,0.150370863548768,452.83320736165
"SAUP","South Brazil Shelf-Myliobatidae","South Brazil Shelf","Eagle/manta rays",NA,2014,71.6911290455039,0.0436912121639468,0.830690841715022,1.69625610323267,2.22294474746365,86.3030208657319,0.0257574384438067,0.030908926132568,214.749532880618
"SAUP","South Brazil Shelf-Myripristis jacobus","South Brazil Shelf","Blackbar soldierfish","Myripristis jacobus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Mytilidae","South Brazil Shelf","Sea mussels",NA,2014,11594.391360891,0.0593245741292228,0.921656950191664,1.41260035303246,528.316253644162,12579.9424161885,0.0419967147833919,0.0503960577400703,31302.9223130501
"SAUP","South Brazil Shelf-Nebris microps","South Brazil Shelf","Smalleye croaker","Nebris microps",2014,2227.57303497388,0.0488208582351936,0.911014238783573,0.989226681510942,120.674740962273,2445.15721065813,0.0493525489634234,0.0592230587561081,6084.33359042484
"SAUP","South Brazil Shelf-Nemadactylus bergi","South Brazil Shelf","Castaneta","Nemadactylus bergi",2014,2314.44524062425,0.126706361740018,1.14305481944211,1.54272740776834,166.298785049536,2024.78936378035,0.0821313999492028,0.0985576799390434,5038.32386968193
"SAUP","South Brazil Shelf-Notarius grandicassis","South Brazil Shelf","Thomas sea catfish","Notarius grandicassis",2014,0.568911076112769,0.313088438033316,0.934489935918001,1.12929400203352,0.168783414720854,0.608793154689137,0.277242628996113,0.332691154795336,1.51487218267607
"SAUP","South Brazil Shelf-Nototheniidae","South Brazil Shelf","Cod icefishes",NA,2014,48.9088246377476,0.374624304818375,1.60416159991804,5.82230257335621,1.96173476703541,30.4887142543784,0.0643429811656845,0.0772115773988214,75.8656774534549
"SAUP","South Brazil Shelf-Octopodidae","South Brazil Shelf","Octopuses",NA,2014,180.655148876917,0.202304310359847,0.868221505244116,0.446496512266707,94.2772422821036,208.07495297657,0.453092700170978,0.543711240205174,517.757066990659
"SAUP","South Brazil Shelf-Octopus","South Brazil Shelf","Octopuses, pikas",NA,2014,748.343910656333,0.271698808210085,1.36862450666818,0.593576778387768,250.280923013075,546.78540900756,0.457731532133138,0.549277838559766,1360.57706894169
"SAUP","South Brazil Shelf-Octopus vulgaris","South Brazil Shelf","Common octopus","Octopus vulgaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Opisthonema oglinum","South Brazil Shelf","Atlantic thread herring","Opisthonema oglinum",2014,5637.02096418782,0.357076073967379,1.72356073658088,0.426527491697388,2738.02103442173,3270.56705606457,0.837170126001437,1.00460415120173,8138.21741694659
"SAUP","South Brazil Shelf-Pagrus pagrus","South Brazil Shelf","Red porgy","Pagrus pagrus",2014,1947.43497299089,0.124668748692558,1.00356870788196,0.820659344492837,294.788498680856,1940.50986015793,0.151912909454047,0.182295491344856,4828.60949522817
"SAUP","South Brazil Shelf-Panulirus","South Brazil Shelf","Spiny lobsters",NA,2014,114.513861164269,0.365235487435911,1.50853326117926,0.557764410042297,49.7078909896007,75.910730052283,0.654820352213247,0.785784422655896,188.890187803697
"SAUP","South Brazil Shelf-Panulirus argus","South Brazil Shelf","Caribbean spiny lobster","Panulirus argus",2014,383.611913902847,0.0359223483035252,1.16809185084068,1.05168294592229,11.2174716492407,328.409031898271,0.0341570132356026,0.0409884158827231,817.186762253105
"SAUP","South Brazil Shelf-Paralonchurus brasiliensis","South Brazil Shelf","Banded croaker","Paralonchurus brasiliensis",2014,9946.09270070801,0.0693790425717205,1.18905626402751,0.715760084612444,810.794742972303,8364.69475970729,0.0969305833941363,0.116316700072964,20814.0372644748
"SAUP","South Brazil Shelf-Parona signata","South Brazil Shelf","Parona leatherjacket","Parona signata",2014,738.779862270808,0.169544627685434,1.4586175688941,0.565499681924053,151.853664463565,506.493187814086,0.299813833862074,0.359776600634489,1260.31712910155
"SAUP","South Brazil Shelf-Pellona harroweri","South Brazil Shelf","American coastal pellona","Pellona harroweri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Penaeidae","South Brazil Shelf","Commercial shrimps and prawns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Peprilus paru","South Brazil Shelf","American harvestfish","Peprilus paru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Perciformes","South Brazil Shelf","Perch-likes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Percophis brasiliensis","South Brazil Shelf","Brazilian flathead","Percophis brasiliensis",2014,4815.69139349418,0.121987288448763,1.53057084838979,0.586709030976102,654.179627665539,3146.33680535628,0.207917863895522,0.249501436674627,7829.09279950413
"SAUP","South Brazil Shelf-Perna perna","South Brazil Shelf","South American rock mussel","Perna perna",2014,564.187509093322,0.105847779107818,0.892992697903612,1.71705125757049,38.9470034760142,631.794090162,0.0616450898836797,0.0739741078604157,1572.10587043191
"SAUP","South Brazil Shelf-Pinguipedidae","South Brazil Shelf","Sandperches",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Pleoticus muelleri","South Brazil Shelf","Argentine red shrimp","Pleoticus muelleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Pleuronectiformes","South Brazil Shelf","Flatfishes",NA,2014,3100.02856979663,0.166916297314526,1.8791061692166,0.335941546319182,819.689559136788,1649.73572040851,0.496861132966082,0.596233359559298,4105.07038780691
"SAUP","South Brazil Shelf-Pogonias cromis","South Brazil Shelf","Black drum","Pogonias cromis",2014,6822.82580198275,0.0169011356865493,0.677665684089162,0.744025789649134,228.705541638473,10068.1294068375,0.0227157928148156,0.0272589513777787,25052.7277656219
"SAUP","South Brazil Shelf-Polyprion americanus","South Brazil Shelf","Wreckfish","Polyprion americanus",2014,2421.85224109302,0.00242145287325758,0.731737533402335,0.0317326249550058,252.558699851594,3309.72805212303,0.076307991434399,0.0915695897212788,8235.66250665877
"SAUP","South Brazil Shelf-Pomatomus saltatrix","South Brazil Shelf","Bluefish","Pomatomus saltatrix",2014,20190.7683017788,0.025045521510583,0.717422897085557,0.740929759380206,951.328817189763,28143.4679375322,0.0338028283970317,0.040563394076438,70029.95413832
"SAUP","South Brazil Shelf-Porichthys porosissimus","South Brazil Shelf","Toadfish","Porichthys porosissimus",2014,7280.81654967618,0.0742178314573017,1.17294037984715,0.699415258767229,658.684295112209,6207.32023108028,0.106114115365621,0.127336938438746,15445.7990774017
"SAUP","South Brazil Shelf-Portunidae","South Brazil Shelf","Swimming crabs",NA,2014,9.44344487903362,0.925474193120336,0.889977930285797,1.44793225274742,6.78214832260941,10.6108753460898,0.639169540815373,0.767003448978448,26.4032533411822
"SAUP","South Brazil Shelf-Priacanthus","South Brazil Shelf","Bigeyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAUP","South Brazil Shelf-Priacanthus arenatus","South Brazil Shelf","Atlantic bigeye","Priacanthus arenatus",2014,178.518477003784,0.412009907193199,1.37790597317546,0.651004737733253,81.9949490434128,129.557807629194,0.632883116377592,0.759459739653111,322.381283879875
